172.20.0.0,172.20.1.188,172.20.1.193,172.20.1.194,172.20.1.198,172.20.1.199,172.20.1.202,172.20.1.203,172.20.1.204,172.20.1.205,172.20.1.206,172.20.1.207,172.20.1.208,172.20.1.209,172.20.1.210,172.20.1.212,172.20.1.213,172.20.1.214,172.20.1.215,172.20.1.216,172.20.1.217,172.20.1.218,172.20.1.219,172.20.1.220,172.20.1.221,172.20.1.222,172.20.2.203,172.20.2.209,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.221,172.20.2.222,172.20.2.223,172.20.2.224,172.20.2.225,172.20.2.226,172.20.2.229,172.20.2.230,172.20.2.231,172.20.2.232,172.20.2.233,172.20.2.234,172.20.2.235,172.20.2.236,172.20.2.237,172.20.2.238,172.20.1.187,172.20.1.192,172.20.1.195,172.20.1.196,172.20.1.201,172.20.1.211,172.20.2.199,172.20.2.207,172.20.2.239,172.20.2.228,172.20.2.240
7,0,0,0,0,0,24,20,44,31,17,4,14,25,133,11,48,52,8,39,40,424,11,55,50,322,0,0,1,50,3,15,8,11,11,27,197,34,17,12,50,17,136,70,44,143,73,0,0,0,0,0,6,0,0,40,0,184
20,0,0,0,0,0,15,13,8,58,9,7,25,24,137,8,43,35,13,26,27,345,2,44,43,311,0,0,1,48,11,17,19,11,12,21,161,21,21,13,35,14,115,62,29,89,67,0,0,0,0,0,15,0,0,31,1,154
8,0,0,0,0,0,14,15,37,12,10,4,20,25,145,18,47,41,9,22,27,339,4,48,48,332,0,0,1,43,10,10,34,10,8,26,156,29,20,13,38,15,109,64,27,115,55,0,0,0,0,0,7,0,0,35,0,145
9,0,0,0,0,0,14,18,8,32,4,12,23,24,147,7,45,39,13,21,12,291,8,42,49,432,0,0,1,34,7,8,10,11,8,24,163,19,17,21,53,14,93,70,56,97,57,0,0,0,0,0,6,0,0,34,1,172
9,0,0,0,0,0,14,11,7,29,17,5,26,21,113,19,48,45,16,28,16,309,7,56,49,462,0,0,1,39,10,13,33,4,7,30,158,21,5,20,37,11,90,70,40,135,72,0,0,0,0,0,6,0,0,42,0,176
7,0,0,0,0,0,11,12,8,55,12,11,25,20,172,16,47,48,4,29,29,360,2,45,40,420,0,0,2,47,10,18,32,12,7,26,159,26,20,23,40,15,96,69,52,106,59,0,0,0,0,0,4,0,0,46,0,179
13,0,0,0,0,0,17,9,54,13,12,14,25,19,155,21,41,48,10,24,29,345,9,45,42,306,0,0,0,54,10,14,34,8,14,28,179,28,16,23,31,9,94,61,29,107,63,0,0,0,0,0,11,0,0,39,0,150
12,0,0,0,0,0,16,17,38,51,12,9,18,26,128,11,40,54,8,23,25,323,10,50,49,438,0,0,1,51,11,14,7,11,16,23,186,19,16,24,46,18,108,70,45,137,65,0,0,0,0,0,10,0,0,43,0,176
22,0,0,0,0,0,16,10,55,58,13,7,21,24,142,15,45,32,5,27,27,308,5,48,37,341,0,0,1,52,10,27,33,12,7,29,198,23,10,13,33,21,105,64,39,92,69,0,0,0,0,0,16,0,0,40,1,170
9,0,0,0,0,0,19,21,35,8,6,11,21,18,159,15,46,51,13,35,36,287,9,48,48,307,0,0,1,53,4,16,30,12,8,31,162,20,8,20,39,19,129,61,42,144,53,0,0,0,0,0,6,0,0,44,0,148
11,0,0,0,0,0,16,14,7,55,13,13,33,26,135,9,65,46,9,16,25,381,13,40,44,479,0,0,1,40,4,21,11,4,8,35,168,31,21,19,37,25,114,91,33,101,83,0,0,0,0,0,8,0,0,46,1,199
8,0,0,0,0,0,13,13,4,12,10,16,22,25,138,7,45,42,8,30,15,302,10,52,53,343,0,0,1,38,10,17,36,10,7,23,146,27,7,18,29,11,128,68,25,103,63,0,0,0,0,0,6,0,0,40,0,151
10,0,0,0,0,0,7,17,57,9,11,8,31,17,179,20,58,50,13,16,28,391,10,40,50,365,0,0,2,48,14,14,33,11,13,28,179,33,14,23,27,16,98,76,40,115,77,0,0,0,0,0,5,0,0,47,1,183
15,0,0,0,0,0,17,20,4,15,12,6,21,25,160,14,40,47,12,28,24,294,7,51,58,357,0,0,0,52,6,14,39,0,10,23,160,32,14,8,39,18,121,49,49,154,54,0,0,0,0,0,10,0,0,38,0,150
14,0,0,0,0,0,11,6,50,27,14,10,24,18,173,15,46,65,4,27,25,253,17,40,46,366,0,0,1,65,7,14,54,11,17,20,192,19,16,10,42,18,92,62,44,113,55,0,0,0,0,0,11,0,0,34,0,138
19,0,0,0,0,0,14,17,30,31,7,6,15,20,132,18,44,53,9,26,26,347,15,38,32,310,0,0,0,53,0,18,32,8,8,24,155,31,12,15,48,14,122,58,39,89,58,0,0,0,0,0,14,0,0,40,1,153
10,0,0,0,0,0,14,11,11,9,12,11,19,18,119,16,46,47,17,27,28,333,10,43,38,355,0,0,1,52,10,9,21,0,7,30,139,25,14,10,26,27,114,69,24,118,66,0,0,0,0,0,8,0,0,38,0,156
25,0,0,0,0,0,7,21,74,9,12,10,21,17,158,20,47,49,13,35,28,305,12,46,43,303,0,0,1,43,14,19,7,12,12,24,194,32,9,19,30,19,130,74,27,115,65,0,0,0,0,0,18,0,0,40,1,150
9,0,0,0,0,0,12,8,9,62,15,8,22,22,121,17,48,40,1,26,26,349,5,39,47,248,0,0,1,39,7,16,27,4,4,19,176,25,14,9,31,15,128,58,27,84,59,0,0,0,0,0,6,0,0,36,0,147
8,0,0,0,0,0,15,20,63,39,16,16,27,26,154,12,44,47,13,25,24,235,4,46,44,385,0,0,2,34,6,8,14,16,9,25,209,22,17,10,39,18,131,67,49,126,67,0,0,0,0,0,4,0,0,35,1,143
13,0,0,0,0,0,17,12,12,12,5,13,19,28,142,14,47,43,12,25,20,351,4,40,38,319,0,0,0,49,7,12,11,11,10,32,149,28,12,22,40,19,115,55,39,81,62,0,0,0,0,0,8,0,0,29,0,145
11,0,0,0,0,0,12,13,38,64,6,6,32,16,130,11,48,41,11,16,21,294,10,43,52,321,0,0,2,55,10,8,14,9,10,19,184,26,19,29,38,21,96,61,35,123,50,0,0,0,0,0,8,0,0,33,0,139
16,0,0,0,0,0,12,8,16,9,9,12,19,31,131,5,39,50,9,23,24,295,9,58,52,431,0,0,0,53,4,15,10,6,3,21,124,22,19,31,45,19,108,62,42,144,58,0,0,0,0,0,13,0,0,37,0,171
9,0,0,0,0,0,8,16,48,50,13,16,16,19,129,10,42,46,6,25,29,281,10,47,47,288,0,0,1,48,0,16,58,8,9,23,176,25,11,16,34,16,131,56,27,100,57,0,0,0,0,0,6,0,0,37,0,154
29,0,0,0,0,0,15,8,34,46,6,5,28,24,136,10,51,39,5,29,26,325,5,44,43,312,0,0,2,48,7,15,35,5,6,19,163,22,8,24,35,20,88,64,39,125,60,0,0,0,0,0,22,0,0,34,1,162
8,0,0,0,0,0,16,10,9,4,14,8,22,23,117,18,39,35,11,27,32,336,1,32,34,323,0,0,1,41,6,11,46,10,8,21,144,27,7,8,39,17,87,62,39,87,68,0,0,0,0,0,6,0,0,25,0,174
8,0,0,0,0,0,17,22,1,9,10,10,30,24,147,9,54,39,6,25,26,338,7,37,45,346,0,0,2,42,7,16,37,8,7,21,121,33,18,21,32,24,127,65,31,130,71,0,0,0,0,0,4,0,0,49,1,157
2,0,0,0,0,0,17,10,59,12,7,1,22,25,108,7,44,37,9,28,21,279,11,43,47,345,0,0,1,39,8,9,10,11,4,30,172,17,7,18,25,20,91,64,26,121,62,0,0,0,0,0,0,0,0,35,0,128
10,0,0,0,0,0,5,12,8,66,8,11,22,19,149,11,39,34,9,33,28,247,13,32,51,290,0,0,1,49,11,16,8,12,4,26,170,26,12,18,28,18,133,52,27,89,58,0,0,0,0,0,7,0,0,39,0,123
20,0,0,0,0,0,18,14,12,34,5,8,30,25,140,17,46,48,12,29,25,313,15,51,51,388,0,0,0,55,7,19,31,10,15,22,153,22,15,14,44,13,147,63,42,134,65,0,0,0,0,0,15,0,0,40,0,162
9,0,0,0,0,0,15,9,40,31,17,11,29,26,150,12,42,52,8,31,27,328,94,56,45,289,0,0,1,168,7,14,50,8,4,21,165,26,16,16,41,22,114,65,39,127,59,0,0,0,0,0,6,0,0,38,0,159
27,0,0,0,0,0,13,16,16,9,12,15,26,30,128,14,47,44,17,11,12,389,4,47,44,396,0,0,2,48,15,21,4,7,10,19,154,26,7,19,45,14,93,75,42,115,74,0,0,0,0,0,19,0,0,42,1,189
25,0,0,0,0,0,17,10,81,37,3,8,26,26,119,17,50,54,1,30,36,268,6,63,42,438,0,0,1,47,6,9,42,8,15,25,174,27,17,13,36,15,117,67,39,151,69,0,0,0,0,0,17,0,0,43,0,172
15,0,0,0,0,0,9,13,35,34,2,11,22,23,107,20,57,47,12,28,29,368,5,50,47,316,0,0,2,41,3,15,25,9,5,22,169,27,12,14,31,13,152,62,36,104,61,0,0,0,0,0,12,0,0,41,1,167
1,0,0,0,0,0,13,6,17,9,13,5,24,26,154,13,45,40,13,24,30,376,15,41,38,314,0,0,1,34,7,18,31,4,4,24,146,26,15,30,28,23,123,74,40,105,69,0,0,0,0,0,0,0,0,32,0,166
9,0,0,0,0,0,21,9,3,71,9,14,25,15,139,15,58,43,9,29,30,352,13,49,51,384,0,0,0,43,10,17,31,8,9,26,179,27,12,14,37,21,124,68,32,137,67,0,0,0,0,0,6,0,0,35,1,178
18,0,0,0,0,0,15,16,87,36,16,3,28,22,145,19,42,50,12,29,36,291,9,53,42,299,0,0,1,49,14,11,35,14,12,24,200,32,10,16,33,19,113,63,31,138,62,0,0,0,0,0,11,0,0,36,0,148
8,0,0,0,0,0,22,17,34,26,15,3,23,18,145,13,42,54,12,23,21,355,7,43,44,476,0,0,0,59,8,18,24,8,12,27,163,26,12,21,53,18,109,68,52,100,80,0,0,0,0,0,6,0,0,35,0,202
26,0,0,0,0,0,20,19,5,19,12,13,17,25,131,8,43,56,7,26,19,363,7,48,43,419,0,0,2,50,7,18,14,4,8,30,136,20,22,15,37,21,107,71,34,126,68,0,0,0,0,0,19,0,0,48,1,174
2,0,0,0,0,0,10,15,11,9,12,9,25,27,120,13,40,48,5,15,16,391,10,53,45,342,0,0,1,48,13,22,19,6,4,24,128,28,13,13,30,13,100,78,25,104,76,0,0,0,0,0,0,0,0,31,0,177
24,0,0,0,0,0,9,5,47,56,9,5,26,31,132,11,40,46,12,11,16,305,14,46,38,354,0,0,2,42,7,10,30,7,7,24,165,20,13,20,37,18,85,52,35,90,61,0,0,0,0,0,13,0,0,31,1,168
1,0,0,0,0,0,13,16,50,63,11,8,22,19,147,16,41,47,9,32,31,299,9,51,47,336,0,0,1,40,11,17,48,8,2,28,171,17,13,20,39,22,139,63,38,127,65,0,0,0,0,0,2,0,0,37,0,152
8,0,0,0,0,0,15,14,3,13,8,12,17,17,121,2,43,42,14,22,23,394,9,26,37,316,0,0,1,41,11,7,3,7,8,21,147,26,18,15,40,22,100,60,37,88,62,0,0,0,0,0,4,0,0,41,1,162
18,0,0,0,0,0,13,14,9,35,8,10,24,29,168,13,51,48,2,21,17,501,12,35,38,265,0,0,0,51,3,25,73,12,8,27,142,29,14,12,38,20,54,74,39,139,75,0,0,0,0,0,17,0,0,46,0,206
6,0,0,0,0,0,14,14,8,8,13,13,21,28,142,8,43,47,15,23,22,318,9,43,53,357,0,0,0,57,10,10,10,6,6,31,152,22,22,17,43,16,148,59,45,103,67,0,0,0,0,0,4,0,0,37,0,168
30,0,0,0,0,0,15,14,38,60,17,17,34,22,116,6,41,46,5,19,32,271,13,49,51,477,0,0,2,52,6,8,28,8,9,28,199,32,10,23,42,18,136,75,42,112,72,0,0,0,0,0,24,0,0,41,0,184
3,0,0,0,0,0,16,11,25,24,14,17,16,32,132,16,40,52,16,38,22,250,5,48,42,280,0,0,1,54,11,16,43,11,6,24,181,24,9,17,32,11,124,43,27,102,55,0,0,0,0,0,0,0,0,30,0,130
20,0,0,0,0,0,15,16,46,10,12,6,20,30,131,14,49,54,9,20,28,276,5,55,53,382,0,0,2,46,10,15,7,8,15,28,165,26,14,20,44,14,148,54,39,115,54,0,0,0,0,0,17,0,0,44,1,146
7,0,0,0,0,0,15,14,35,1,10,3,18,15,130,12,49,45,5,27,18,312,7,52,48,351,0,0,1,39,7,20,7,10,8,19,145,32,7,19,41,13,135,60,37,84,61,0,0,0,0,0,6,0,0,34,0,156
8,0,0,0,0,0,11,11,34,35,9,10,23,21,127,15,45,43,8,25,25,233,1,47,52,343,0,0,1,42,10,14,4,6,8,21,140,26,16,11,29,20,135,65,30,115,61,0,0,0,0,0,4,0,0,43,1,144
10,0,0,0,0,0,20,11,31,60,13,12,25,25,115,11,48,50,9,25,30,375,5,42,41,358,0,0,0,37,8,19,25,1,12,27,178,20,14,18,36,16,110,70,42,99,66,0,0,0,0,0,8,0,0,41,0,171
6,0,0,0,0,0,14,8,32,64,11,13,26,25,135,13,38,43,8,26,29,363,7,32,41,283,0,0,0,49,11,16,4,6,7,22,204,24,18,21,33,13,94,57,35,101,60,0,0,0,0,0,5,0,0,39,0,143
26,0,0,0,0,0,16,9,8,12,9,12,26,24,124,14,39,47,14,21,24,342,2,43,39,285,0,0,2,61,4,9,37,0,3,30,132,26,12,14,25,18,116,63,25,84,62,0,0,0,0,0,19,0,0,36,0,156
3,0,0,0,0,0,11,15,31,32,10,11,20,13,146,14,39,47,5,21,21,300,9,41,43,336,0,0,1,54,3,13,71,11,1,20,121,26,9,16,44,8,138,55,37,77,59,0,0,0,0,0,0,0,0,37,0,143
23,0,0,0,0,0,13,13,88,9,9,14,16,20,116,12,40,42,11,18,27,313,8,46,32,397,0,0,2,47,7,16,4,8,8,20,193,26,20,15,39,12,102,62,47,46,63,0,0,0,0,0,15,0,0,38,1,168
8,0,0,0,0,0,17,16,9,69,11,12,16,27,112,7,43,46,8,20,23,346,13,42,40,295,0,0,1,46,0,16,31,8,4,20,181,20,11,18,42,19,85,51,49,113,54,0,0,0,0,0,6,0,0,36,0,150
8,0,0,0,0,0,8,20,11,14,12,10,17,23,116,18,44,34,22,29,23,267,7,51,40,271,0,0,1,48,9,20,4,7,7,25,178,26,12,13,23,11,125,57,27,89,45,0,0,0,0,0,4,0,0,23,1,118
7,0,0,0,0,0,16,8,32,2,4,12,24,13,133,21,45,37,17,19,22,250,8,39,50,348,0,0,0,34,7,16,19,11,11,27,156,31,14,19,27,15,79,60,27,119,54,0,0,0,0,0,6,0,0,39,0,149
8,0,0,0,0,0,12,18,35,3,6,14,22,28,135,15,48,37,9,32,31,207,14,41,44,297,0,0,0,42,3,15,31,4,4,17,160,18,17,13,26,15,145,60,24,116,56,0,0,0,0,0,4,0,0,35,1,118
27,0,0,0,0,0,17,10,15,57,12,2,27,24,133,7,42,33,17,26,25,359,6,31,37,411,0,0,1,50,7,19,8,11,8,25,178,26,11,22,36,18,95,65,43,76,76,0,0,0,0,0,23,0,0,35,0,195
3,0,0,0,0,0,15,13,50,6,6,13,28,18,149,16,42,52,9,21,23,432,10,35,40,360,0,0,1,57,7,11,40,8,16,34,172,19,22,27,32,22,106,73,36,59,81,0,0,0,0,0,0,0,0,42,0,190
22,0,0,0,0,0,10,14,32,33,8,5,23,28,122,9,48,50,5,22,26,267,8,47,44,390,0,0,2,55,4,21,3,9,15,21,164,36,12,22,40,15,138,67,35,88,66,0,0,0,0,0,14,0,0,38,1,155
7,0,0,0,0,0,14,16,23,63,15,4,28,22,113,6,46,37,3,17,108,389,2,43,48,363,0,0,1,163,7,13,36,11,4,25,156,22,19,21,48,14,125,70,42,87,75,0,0,0,0,0,6,0,0,45,0,189
23,0,0,0,0,0,14,16,35,9,6,16,21,23,112,10,44,42,12,21,13,305,4,45,38,337,0,0,1,46,4,17,32,7,8,21,171,17,11,16,38,11,115,62,39,90,57,0,0,0,0,0,13,0,0,32,1,155
10,0,0,0,0,0,10,7,33,31,14,13,25,27,128,15,50,53,8,26,25,358,15,50,52,381,0,0,2,40,11,22,7,12,7,27,161,20,6,23,44,15,144,63,47,149,67,0,0,0,0,0,6,0,0,47,0,172
8,0,0,0,0,0,13,16,4,9,4,13,21,22,113,6,39,41,9,22,18,206,12,35,45,273,0,0,0,40,4,21,7,7,12,20,135,26,11,6,21,10,111,52,26,92,47,0,0,0,0,0,4,0,0,33,1,119
20,0,0,0,0,0,17,18,27,9,11,10,17,23,134,13,51,43,14,17,23,258,9,48,61,511,0,0,1,53,4,17,3,6,11,30,161,37,17,22,37,25,112,79,36,96,81,0,0,0,0,0,17,0,0,39,0,194
2,0,0,0,0,0,14,15,26,73,5,11,30,25,142,13,44,44,9,32,22,262,7,46,39,329,0,0,1,54,18,11,27,5,9,32,172,20,20,24,39,19,105,63,28,96,64,0,0,0,0,0,0,0,0,37,0,150
25,0,0,0,0,0,21,8,39,38,13,10,25,20,136,13,45,53,12,32,31,288,6,49,51,387,0,0,2,55,7,14,43,5,9,29,185,27,15,19,28,22,144,65,32,94,67,0,0,0,0,0,16,0,0,35,0,162
7,0,0,0,0,0,17,14,11,30,5,9,25,31,135,8,52,52,5,26,27,394,17,46,49,426,0,0,1,51,0,18,18,9,10,26,165,27,12,22,46,20,143,79,44,89,70,0,0,0,0,0,7,0,0,46,0,174
20,0,0,0,0,0,10,11,36,44,8,15,17,18,138,10,51,48,9,24,17,444,10,49,54,404,0,0,1,50,7,14,10,7,1,35,164,24,21,16,54,20,118,72,50,103,76,0,0,0,0,0,11,0,0,39,1,193
11,0,0,0,0,0,9,12,33,82,7,8,15,20,154,13,50,32,19,29,37,325,3,37,29,277,0,0,2,40,10,20,59,16,14,14,195,23,15,24,41,14,112,60,45,67,57,0,0,0,0,0,8,0,0,33,0,149
8,0,0,0,0,0,16,14,5,13,5,6,22,21,111,12,39,40,5,14,19,326,8,36,32,375,0,0,0,44,3,22,11,6,4,31,128,24,8,12,41,20,73,64,40,81,66,0,0,0,0,0,4,0,0,39,1,169
10,0,0,0,0,0,15,9,6,9,9,4,17,22,136,21,43,25,14,18,25,219,5,36,44,343,0,0,1,39,0,13,33,10,11,23,133,23,9,19,27,17,62,53,25,104,61,0,0,0,0,0,5,0,0,26,0,135
1,0,0,0,0,0,12,9,39,10,8,8,31,29,132,103,34,44,5,23,19,333,3,44,50,286,0,0,0,168,10,23,29,8,3,26,145,26,6,15,24,26,79,70,26,119,70,0,0,0,0,0,0,0,0,36,0,142
17,0,0,0,0,0,12,20,32,25,6,11,25,28,121,16,154,47,1,25,22,283,8,40,45,441,0,0,1,178,6,8,8,6,5,32,171,21,15,17,40,18,105,71,41,110,79,0,0,0,0,0,14,0,0,37,0,169
8,0,0,0,0,0,14,15,33,24,9,23,24,26,136,11,44,38,7,26,37,265,3,37,45,303,0,0,1,65,10,14,31,11,7,24,144,27,7,12,31,19,96,54,27,115,56,0,0,0,0,0,7,0,0,34,0,128
20,0,0,0,0,0,14,15,36,16,1,11,25,25,136,13,45,40,4,24,28,351,15,38,41,358,0,0,1,50,11,16,8,3,4,17,171,27,13,9,32,24,110,61,40,115,57,0,0,0,0,0,17,0,0,32,1,142
26,0,0,0,0,0,12,19,28,33,5,10,15,16,159,13,40,47,13,20,30,425,13,37,40,328,0,0,2,45,8,12,32,9,9,27,153,28,20,23,35,21,61,75,27,85,60,0,0,0,0,0,25,0,0,30,0,167
8,0,0,0,0,0,8,9,39,53,13,5,23,26,156,13,48,51,15,17,23,392,11,45,44,463,0,0,0,37,6,24,37,11,7,18,162,17,17,15,57,23,124,59,57,102,60,0,0,0,0,0,4,0,0,30,1,175
7,0,0,0,0,0,4,5,34,45,5,7,115,22,118,19,43,37,13,21,13,305,15,38,35,280,0,0,2,154,3,13,11,10,11,25,170,22,8,16,33,16,93,67,33,84,69,0,0,0,0,0,6,0,0,41,0,138
3,0,0,0,0,0,18,14,11,33,9,5,26,16,123,7,38,32,16,15,18,311,17,33,38,320,0,0,0,42,0,27,27,0,12,34,142,31,18,20,30,10,84,62,28,114,69,0,0,0,0,0,0,0,0,28,1,164
25,0,0,0,0,0,26,14,9,31,9,4,26,21,146,29,49,47,9,17,21,392,8,46,50,322,0,0,1,76,8,19,37,1,15,25,129,30,12,14,42,21,137,74,41,96,64,0,0,0,0,0,21,0,0,46,0,181
8,0,0,0,0,0,11,10,38,11,4,16,22,22,162,10,32,37,7,17,23,275,13,41,48,321,0,0,1,59,8,17,35,7,14,30,160,23,16,21,38,14,84,59,31,92,60,0,0,0,0,0,7,0,0,22,0,149
19,0,0,0,0,0,4,14,42,39,11,14,28,23,130,15,51,58,12,23,24,387,5,44,46,413,0,0,1,48,11,17,28,7,1,26,178,21,11,11,43,17,99,79,40,127,78,0,0,0,0,0,12,0,0,48,0,171
12,0,0,0,0,0,8,24,33,54,11,9,23,23,137,8,57,46,4,32,28,307,8,43,47,345,0,0,2,50,8,13,33,13,10,30,187,22,9,18,27,15,98,57,27,103,64,0,0,0,0,0,10,0,0,42,0,148
24,0,0,0,0,0,18,8,36,35,4,17,20,24,147,11,52,57,15,22,19,412,11,34,44,510,0,0,1,49,8,20,34,15,8,24,166,23,12,23,51,18,90,76,51,96,80,0,0,0,0,0,12,0,0,52,1,224
6,0,0,0,0,0,14,16,122,2,4,18,19,15,150,14,45,37,13,28,23,364,5,39,45,433,0,0,1,159,6,23,32,11,4,27,162,24,18,22,43,25,87,61,48,98,65,0,0,0,0,0,4,0,0,33,0,191
3,0,0,0,0,0,14,11,33,62,15,11,25,26,149,13,38,44,12,26,19,280,5,40,47,295,0,0,0,43,8,14,25,12,16,17,199,22,16,18,37,18,94,52,45,124,58,0,0,0,0,0,0,0,0,32,1,138
8,0,0,0,0,0,13,9,8,33,15,17,24,22,109,8,52,39,17,19,12,341,13,41,44,357,0,0,1,48,3,18,14,0,5,26,148,29,11,16,35,10,98,66,38,124,57,0,0,0,0,0,7,0,0,41,0,156
10,0,0,0,0,0,12,8,28,9,9,12,27,20,141,17,42,37,8,22,25,289,9,47,44,378,0,0,1,64,7,17,32,7,4,30,155,26,13,11,33,23,87,58,32,125,60,0,0,0,0,0,8,0,0,28,0,124
22,0,0,0,0,0,15,12,32,5,10,3,18,43,139,14,46,44,11,28,24,358,6,42,45,330,0,0,1,67,3,22,11,9,12,21,150,26,11,15,35,11,101,71,35,106,70,0,0,0,0,0,17,0,0,37,0,157
13,0,0,0,0,0,17,18,58,32,9,9,25,18,102,13,34,38,11,35,32,294,16,50,43,253,0,0,2,40,7,12,4,7,6,18,192,21,11,13,30,15,135,56,32,128,54,0,0,0,0,0,12,0,0,33,0,125
20,0,0,0,0,0,18,12,16,7,8,14,26,17,144,11,50,53,15,32,27,254,9,48,51,354,0,0,1,44,4,16,11,11,10,27,149,27,18,12,29,17,103,59,30,151,64,0,0,0,0,0,13,0,0,36,1,136
6,0,0,0,0,0,6,18,41,69,10,13,28,23,156,8,39,46,13,27,18,262,3,36,43,328,0,0,1,48,7,22,54,10,12,19,194,23,14,17,28,20,79,70,31,55,63,0,0,0,0,0,4,0,0,36,0,141
4,0,0,0,0,0,11,7,11,33,11,7,44,22,136,18,40,42,1,24,26,410,12,30,41,360,0,0,0,51,3,12,29,18,10,17,146,29,15,19,36,21,77,70,35,83,62,0,0,0,0,0,1,0,0,40,1,174
12,0,0,0,0,0,15,12,56,31,5,13,20,25,120,13,40,43,14,19,31,280,9,33,33,391,0,0,0,40,0,14,65,9,9,14,177,18,12,12,39,21,87,57,39,88,55,0,0,0,0,0,8,0,0,32,0,148
6,0,0,0,0,0,8,12,5,14,5,12,21,23,149,7,37,30,12,22,16,185,14,42,43,316,0,0,1,50,11,12,40,6,14,18,163,16,9,20,40,11,76,44,30,76,40,0,0,0,0,0,4,0,0,34,0,102
19,0,0,0,0,0,4,12,57,53,6,15,23,20,116,17,49,42,9,21,22,334,13,39,32,317,0,0,1,69,10,15,7,8,5,20,180,25,17,13,31,14,77,61,39,112,62,0,0,0,0,0,12,0,0,39,1,137
11,0,0,0,0,0,8,10,35,5,7,98,15,27,114,8,41,41,6,25,29,280,13,33,38,306,0,0,2,174,3,14,4,8,1,24,144,22,14,21,30,12,101,56,33,96,54,0,0,0,0,0,10,0,0,39,0,134
17,0,0,0,0,0,12,17,8,56,11,6,20,23,122,13,56,45,8,28,22,272,8,39,43,328,0,0,1,51,4,18,4,8,8,21,177,25,8,16,40,17,96,57,38,111,59,0,0,0,0,0,8,0,0,38,1,148
14,0,0,0,0,0,13,10,24,26,28,12,20,23,121,13,38,39,12,28,28,180,12,33,31,411,0,0,2,61,4,11,38,11,12,21,162,22,13,11,30,13,73,57,32,101,52,0,0,0,0,0,10,0,0,37,0,132
3,0,0,0,0,0,12,16,51,13,10,11,21,30,150,10,52,45,12,25,21,318,8,46,39,440,0,0,0,40,7,21,50,10,12,27,178,32,10,12,41,18,114,63,44,60,67,0,0,0,0,0,0,0,0,39,1,181
20,0,0,0,0,0,9,15,20,12,8,1,32,25,125,7,53,41,9,28,22,302,11,39,44,391,0,0,0,42,10,14,31,8,11,18,167,27,11,9,34,16,101,63,33,70,65,0,0,0,0,0,16,0,0,37,0,153
11,0,0,0,0,0,21,11,31,35,10,11,28,32,154,8,41,44,20,25,25,263,8,43,40,429,0,0,2,44,10,19,31,5,11,31,180,30,7,12,39,26,70,75,29,131,69,0,0,0,0,0,6,0,0,38,1,184
20,0,0,0,0,0,12,17,42,10,5,13,18,20,160,8,37,32,14,19,15,326,6,29,38,301,0,0,1,61,7,11,10,12,8,20,161,23,12,23,48,19,70,49,44,65,58,0,0,0,0,0,16,0,0,34,0,150
10,0,0,0,0,0,13,12,9,37,17,14,21,28,128,16,39,37,11,33,28,255,14,32,41,347,0,0,2,55,7,12,32,11,8,17,198,18,11,23,35,11,85,58,28,117,53,0,0,0,0,0,9,0,0,33,0,139
12,0,0,0,0,0,15,16,36,31,9,14,23,28,121,10,48,48,15,26,30,289,8,42,50,422,0,0,1,46,10,11,7,6,11,28,192,25,18,19,26,17,96,66,34,123,71,0,0,0,0,0,7,0,0,43,0,155
8,0,0,0,0,0,14,11,4,4,9,12,21,29,149,15,49,49,8,23,21,316,13,39,52,481,0,0,2,43,15,17,29,11,14,21,158,25,10,21,42,14,81,76,37,122,71,0,0,0,0,0,5,0,0,47,0,187
18,0,0,0,0,0,12,13,27,50,7,14,15,18,184,6,42,42,8,21,22,235,5,34,42,453,0,0,0,44,7,17,91,8,15,20,144,25,13,13,40,18,78,65,44,83,62,0,0,0,0,0,14,0,0,35,1,166
9,0,0,0,0,0,11,11,22,12,12,11,17,20,114,14,33,51,2,19,20,228,12,35,30,310,0,0,0,41,6,17,30,4,1,17,134,17,10,14,31,16,94,47,31,71,48,0,0,0,0,0,6,0,0,37,0,121
9,0,0,0,0,0,8,12,23,7,1,4,22,15,123,9,40,126,12,31,27,238,4,40,35,361,0,0,2,180,7,12,11,7,11,23,112,24,8,22,36,19,108,49,35,82,52,0,0,0,0,0,5,0,0,30,1,139
9,0,0,0,0,0,13,10,56,6,8,16,27,18,135,12,39,48,13,31,27,282,2,47,46,344,0,0,1,48,14,14,10,4,7,30,181,37,12,17,25,12,102,64,30,110,69,0,0,0,0,0,6,0,0,35,0,136
10,0,0,0,0,0,24,18,12,36,9,6,18,27,124,9,54,38,9,20,26,318,13,38,32,414,0,0,2,50,7,17,37,3,15,20,157,28,13,14,34,13,115,64,32,78,56,0,0,0,0,0,8,0,0,40,0,173
16,0,0,0,0,0,12,10,14,25,7,7,23,16,157,17,39,42,15,16,23,310,9,44,43,381,0,0,1,50,3,15,22,4,10,33,126,26,19,24,33,19,93,66,41,99,66,0,0,0,0,0,10,0,0,34,0,156
6,0,0,0,0,0,10,14,32,33,5,2,25,20,99,6,35,41,12,21,22,250,10,41,39,348,0,0,1,44,0,11,3,4,9,21,142,17,10,17,41,16,104,48,37,69,62,0,0,0,0,0,6,0,0,32,0,137
