172.20.0.0,172.20.1.188,172.20.1.193,172.20.1.194,172.20.1.198,172.20.1.199,172.20.1.202,172.20.1.203,172.20.1.204,172.20.1.205,172.20.1.206,172.20.1.207,172.20.1.208,172.20.1.209,172.20.1.210,172.20.1.212,172.20.1.213,172.20.1.214,172.20.1.215,172.20.1.216,172.20.1.217,172.20.1.218,172.20.1.219,172.20.1.220,172.20.1.221,172.20.1.222,172.20.2.203,172.20.2.209,172.20.2.212,172.20.2.217,172.20.2.218,172.20.2.221,172.20.2.222,172.20.2.223,172.20.2.224,172.20.2.225,172.20.2.226,172.20.2.229,172.20.2.230,172.20.2.231,172.20.2.232,172.20.2.233,172.20.2.234,172.20.2.235,172.20.2.236,172.20.2.237,172.20.2.238,172.20.1.187,172.20.1.192,172.20.1.195,172.20.1.196,172.20.1.201,172.20.1.211,172.20.2.199,172.20.2.207,172.20.2.239,172.20.2.228,172.20.2.240
148,0,0,0,0,0,2103,4090,1711,2808,1362,2351,5406,137744,10985,848,2078,2933,1527,1807,1996,7539,1591,6820,4424,18275,0,0,74,105266,575,2915,2090,570,1140,4663,13020,5233,2090,3139,5740,2057,8779,5658,6105,3763,6441,0,0,0,0,0,0,0,0,2502,0,115734
5000,0,0,0,0,0,2569,1237,2544,1781,947,1102,4564,5670,12278,1520,3578,5243,723,4038,4763,17324,2808,7755,5723,17104,0,0,74,3533,765,1594,1520,760,1330,6188,17287,6166,1375,1950,3949,3123,9322,9285,3927,5890,11080,0,0,0,0,0,2612,0,0,5346,407,140860
2029,0,0,0,0,0,1517,2847,1478,2808,2048,2479,4491,3373,15064,3544,3038,2746,1601,3306,3883,10605,834,4789,5288,6361,0,0,74,2956,2680,1965,6257,1900,1330,3377,14675,2430,2433,2380,3789,3885,4850,7323,2342,6289,5238,0,0,0,0,0,790,0,0,1995,0,82078
1582,0,0,0,0,0,307,4331,1900,3964,1517,760,3006,1764,12198,1325,2793,1549,959,4885,3128,8610,1334,5320,2519,15153,0,0,74,3375,0,1637,1330,0,1330,2617,13939,3950,3447,3631,5918,2401,5985,3856,5204,6879,5153,0,0,0,0,0,400,0,0,4320,0,94789
2899,0,0,0,0,0,1402,2188,4986,2432,2432,1140,4828,3153,12469,2281,2866,2373,839,6373,6024,11882,1404,3440,2844,14214,0,0,74,2969,1915,1924,1330,1918,1911,6502,15419,6516,1891,2761,5130,2401,10750,7769,3987,6656,8243,0,0,0,0,0,1116,0,0,3282,0,131358
148,0,0,0,0,0,963,1412,951,831,1214,834,4911,5821,10258,1478,2863,2288,1721,3301,3431,12462,1141,5142,4705,12452,0,0,148,2703,2105,1965,1330,0,760,3582,12645,5823,1838,2018,5124,688,6588,6465,4688,6150,5567,0,0,0,0,0,0,0,0,3282,0,115660
3836,0,0,0,0,0,2389,2568,1552,1334,1524,912,4165,2583,12469,1517,2013,2901,2137,3413,1765,8011,2122,4514,4164,13027,0,0,0,3561,1915,1373,2090,1330,1330,372,14530,5620,896,3361,4438,1047,6157,5245,4768,5237,3604,0,0,0,0,0,2251,0,0,5244,407,85315
2029,0,0,0,0,0,2034,2826,1901,1974,834,1781,5394,6375,12314,1330,1945,4279,1527,3017,2678,21670,947,5635,6320,17524,0,0,74,3119,1150,3921,1520,570,1900,6711,13245,4105,1673,2363,5940,1604,10107,8345,7629,3159,8461,0,0,0,0,0,600,0,0,4797,0,133338
4487,0,0,0,0,0,2873,2106,1552,5145,1901,912,4353,7325,15482,1742,4417,2629,1488,3900,2002,12765,2432,4360,6669,15755,0,0,0,3819,575,4329,1330,0,1900,5843,14348,5796,3446,706,3860,4073,5847,10265,3637,7259,10301,0,0,0,0,0,2022,0,0,3416,407,112540
2328,0,0,0,0,0,1834,2685,954,912,1478,831,3149,2466,13938,3197,4289,2415,2751,2849,1720,7782,1707,6788,6658,18366,0,0,74,3076,1340,2478,2660,1330,2660,4256,14349,4664,2256,2935,4655,691,9255,4695,4072,5265,4825,0,0,0,0,0,800,0,0,3600,0,103405
1582,0,0,0,0,0,2090,2847,1330,947,947,1478,4133,5506,12481,2678,2988,4260,1724,2543,2056,13630,1524,4823,4149,14499,0,0,74,2681,1915,2486,5075,1330,1140,5917,13682,4323,1102,2021,4516,2018,5762,8602,4719,6009,7453,0,0,0,0,0,400,0,0,3478,0,127829
3161,0,0,0,0,0,1830,625,2090,2432,1672,2847,4642,5056,16480,2624,2315,2558,797,3220,2182,17391,74,4233,3183,12672,0,0,74,3149,1340,3635,2090,760,570,2074,12715,6007,3230,3804,5172,2702,8011,8614,5214,4375,9682,0,0,0,0,0,1380,0,0,3414,407,109224
148,0,0,0,0,0,1529,1775,1901,1021,1409,2528,5437,6192,11299,3132,3613,2921,1534,6234,6030,15841,2094,5517,7317,17842,0,0,148,2509,1340,4087,7061,570,1900,5237,14013,3195,1673,3069,4954,2782,9031,7235,3191,9043,7920,0,0,0,0,0,0,0,0,3811,0,141769
3500,0,0,0,0,0,3659,1108,5263,2854,1524,764,7698,6666,12839,1517,3309,3636,987,2503,1427,16511,1552,5178,5811,14480,0,0,74,5056,1530,3353,1520,1153,2660,8177,17681,2418,2458,2191,5872,3280,3953,7067,4669,5708,7909,0,0,0,0,0,1580,0,0,4930,407,127608
1955,0,0,0,0,0,4240,2161,4454,2048,834,1021,4874,2626,12459,2808,1232,2911,2292,4618,2908,17114,1711,4221,6457,16752,0,0,74,4723,575,899,1330,1725,1720,6580,17623,5810,4476,2379,3634,3505,5453,8962,7221,4657,10854,0,0,0,0,0,600,0,0,3591,0,169236
4009,0,0,0,0,0,4029,3948,2122,4420,1714,3002,5313,982,15081,0,2635,3025,1682,4245,4073,13626,1668,3655,2959,10012,0,0,0,3946,1530,1067,1520,2660,1900,4318,18000,3759,2690,2606,4999,2780,3317,6195,5786,3987,5825,0,0,0,0,0,2051,0,0,3915,407,85107
2429,0,0,0,0,0,1416,1544,2281,1478,5910,1021,6527,7333,13718,1660,1911,3490,2102,2888,3892,13928,1707,6198,5773,15660,0,0,74,4933,1915,3190,1900,1330,1900,5433,16601,4852,897,3801,7793,3783,6470,8028,5182,8169,8151,0,0,0,0,0,948,0,0,4611,0,143604
3943,0,0,0,0,0,3199,712,1520,1517,1214,1672,4743,5712,12865,986,3877,3531,2257,2033,2777,9646,2238,5373,5161,19261,0,0,74,2906,575,1383,1900,1330,1330,5622,13537,4520,2931,3125,7806,2380,6498,7175,5885,5131,6271,0,0,0,0,0,1654,0,0,2405,407,127959
2747,0,0,0,0,0,3001,1226,1594,1482,1520,2847,3727,4406,13346,1294,2648,2107,839,2320,2498,9996,2164,3969,6442,18713,0,0,74,3653,765,2630,2090,2090,1520,6366,15677,5424,570,4146,6714,3627,6951,5147,5606,5237,7683,0,0,0,0,0,1000,0,0,1708,0,124099
148,0,0,0,0,0,2493,1837,1707,4674,261,2495,5998,7308,14272,669,2141,2742,959,1987,2980,13791,954,5961,4641,18629,0,0,148,2339,1150,3193,5780,1153,2481,7319,14809,5995,3474,1605,4895,2726,6005,9709,6397,1917,9075,0,0,0,0,0,0,0,0,3261,0,124324
3625,0,0,0,0,0,1544,1837,2122,1482,1672,2284,1675,4867,12624,951,1496,3408,2754,4383,6272,14275,2122,4589,3966,17504,0,0,74,2962,2680,1525,1330,1140,1900,5943,12986,5752,1672,3472,5431,2898,5294,9598,5299,9154,8954,0,0,0,0,0,1980,0,0,3472,0,135677
1955,0,0,0,0,0,1655,1650,2281,2164,1603,834,4676,5401,14764,2266,3789,4860,956,2176,2761,12945,3041,5044,6051,18125,0,0,74,3182,1150,2940,3990,760,1330,8335,15076,5530,1330,1617,6382,2377,8752,10693,5071,3913,12674,0,0,0,0,0,674,0,0,3925,0,130676
4165,0,0,0,0,0,2569,1404,792,1661,1862,1672,5318,7753,11060,2202,3391,4360,723,3313,3892,13899,982,4748,5158,16753,0,0,0,3639,765,1712,1900,2090,1330,5226,14670,3191,1790,2951,4184,1965,8559,7001,4315,4875,7796,0,0,0,0,0,2012,0,0,4739,407,126787
2029,0,0,0,0,0,1591,2557,1141,135194,3504,1981,5382,7503,13878,2315,3298,3391,1717,4765,3837,18448,947,5715,5397,17202,0,0,0,105046,575,1396,5416,1900,2090,6556,15893,3761,2872,3812,4629,1965,8083,8810,5281,2712,10465,0,0,0,0,0,600,0,0,4955,0,187281
4602,0,0,0,0,0,2100,947,9257,5965,2660,2432,3638,3797,14670,1974,2072,3680,2828,2962,2140,11427,1478,3989,3091,20762,0,0,148,3350,575,2090,760,1723,1581,6567,20947,7149,3926,5844,7000,4668,4475,8904,6724,3645,6772,0,0,0,0,0,1977,0,0,3095,407,147898
917,0,0,0,0,0,2397,1682,2090,1102,1102,1517,3917,2966,11802,1524,3809,2220,2941,4391,5170,16802,261,4908,4236,15741,0,0,74,2991,1340,4279,1330,2660,760,2418,13992,3963,669,2590,6661,689,10718,5279,6652,3683,5194,0,0,0,0,0,548,0,0,3925,0,143132
1959,0,0,0,0,0,1571,1394,3504,1591,760,1552,3497,5464,13886,2746,3088,2636,2299,4586,5348,12436,1904,4777,4820,25133,0,0,148,2148,1340,3362,3918,1900,1720,4317,16214,8283,3416,1987,8369,1050,7281,10896,7452,3579,9699,0,0,0,0,0,674,0,0,3993,0,157728
866,0,0,0,0,0,2885,3356,2808,1672,1672,1140,4392,5239,14424,3041,4452,2219,1414,2640,1409,7368,74,5552,5407,28985,0,0,74,2592,1915,2260,760,2660,570,8162,16330,6381,1330,3710,5567,2844,9499,8156,8283,3741,6421,0,0,0,0,0,400,0,0,3444,0,127054
2103,0,0,0,0,0,1718,2601,2281,2847,1591,2164,5808,5963,13126,1619,1019,1784,959,2625,1867,11098,2281,3532,2339,14182,0,0,74,3168,1150,2434,1330,1520,0,5385,14189,4814,2227,2175,4622,1450,5968,9993,3731,2296,10594,0,0,0,0,0,716,0,0,2522,0,112720
4363,0,0,0,0,0,2747,1173,2882,1140,2413,2676,5060,5764,14847,1274,2490,3839,2327,3326,1883,14679,792,5578,5954,19424,0,0,74,3558,2680,2353,4956,0,2090,6590,14649,6722,760,4382,6431,1965,5651,8457,4103,5527,8458,0,0,0,0,0,2241,0,0,4478,407,137837
2029,0,0,0,0,0,1362,2909,1141,1524,1591,1021,6644,4675,11431,2637,2747,3410,2867,2144,3293,16588,1517,5732,5168,18102,0,0,0,3563,1915,2602,0,1298,1330,7059,14835,6563,1671,3400,6521,2091,10210,8913,7159,3677,9845,0,0,0,0,0,600,0,0,4739,0,138621
4252,0,0,0,0,0,2885,2161,1552,261,1102,2432,9727,5495,12875,2611,3330,3262,1298,4321,3305,17140,1672,4884,7522,154639,0,0,148,105414,2105,3615,1330,1140,1900,4690,14670,5072,1824,2863,4659,3484,7900,11658,4702,3837,9954,0,0,0,0,0,1970,0,0,5079,407,178780
991,0,0,0,0,0,947,3461,1714,1862,1330,831,5407,5894,12329,3034,3219,3984,1411,5314,3174,15503,2277,5678,5552,27177,0,0,74,3598,1340,3674,6611,0,1330,6884,15156,7096,2152,3589,6327,4097,6617,13171,5833,5208,12765,0,0,0,0,0,400,0,0,3312,0,203633
2147,0,0,0,0,0,1520,135473,4813,7274,2090,718,7308,5832,13612,2027,2141,4397,1682,3041,2541,18062,1524,6372,4579,26433,0,0,148,104374,1915,3252,1140,3244,2112,5430,20687,7559,4468,3283,8473,1394,5195,9989,6666,2995,12884,0,0,0,0,0,600,0,0,5401,407,216795
866,0,0,0,0,0,3558,2183,2090,5471,3318,2477,4902,5631,11304,1280,2726,3341,839,4780,5331,14683,834,5859,4602,24301,0,0,74,2476,765,2630,5124,0,1721,7203,18728,4454,1357,2855,5660,2366,7561,11281,6352,5277,8230,0,0,0,0,0,400,0,0,4580,0,162327
1955,0,0,0,0,0,1468,1586,757,2087,1591,2660,6184,4630,12389,2048,1263,4163,2109,3288,3622,21757,1524,4862,4075,20466,0,0,74,2085,1340,2100,1330,1900,1330,5047,13868,4478,1455,3055,9229,4193,5652,8495,9468,8416,9463,0,0,0,0,0,600,0,0,4491,0,192722
4046,0,0,0,0,0,2001,2291,1362,570,3002,1334,7361,1517,13346,1711,2535,1534,3477,2185,2735,22133,982,137363,5867,20245,0,0,74,105518,765,3448,0,570,1330,4132,15683,6927,3672,3251,8325,3090,4711,10551,7955,2379,9220,0,0,0,0,0,1938,0,0,3491,407,189108
2033,0,0,0,0,0,1908,2412,1141,3160,2161,2351,5056,5812,12720,2698,2120,2606,1721,2580,3070,16669,1141,5342,5031,20584,0,0,0,3288,1340,1853,760,2660,1140,8999,14914,5796,2117,2707,6243,2521,7838,12939,5615,5060,10476,0,0,0,0,0,600,0,0,4137,0,165634
4405,0,0,0,0,0,2751,1264,5796,644,1672,2432,2690,3451,13457,2437,2337,1914,2063,3483,3324,9633,1478,5820,5167,19501,0,0,148,3992,1150,3592,2090,1900,963,5920,15252,4331,1547,1033,6743,4264,6449,5405,7414,3996,7298,0,0,0,0,0,2125,0,0,3282,407,135951
2969,0,0,0,0,0,2892,4870,133214,2242,2161,1794,6499,8251,13622,1851,3923,3398,2102,3292,4756,18602,947,4669,4682,19194,0,0,74,104867,2105,4298,3988,2483,760,4479,16697,7055,1900,3957,5972,3804,7031,10311,5720,7956,10139,0,0,0,0,0,1116,0,0,3965,0,154787
2464,0,0,0,0,0,1035,2024,644,2161,1520,1102,4553,5273,13431,2611,3369,3251,2257,2390,2690,20723,908,4530,6690,20754,0,0,148,3026,1915,4069,1330,760,760,9754,14905,5262,1926,3594,5857,3933,7373,10840,7067,3307,10963,0,0,0,0,0,1538,0,0,4851,407,182337
866,0,0,0,0,0,1468,1121,4699,1672,2090,2087,7246,2816,11797,831,3943,2969,1604,3187,2996,12138,1404,5724,5171,18927,0,0,74,2229,765,2278,1330,2090,1900,6365,14991,8737,446,1431,3751,3661,8619,10307,2500,5051,10755,0,0,0,0,0,400,0,0,4076,0,130688
1881,0,0,0,0,0,2040,1446,2284,1401,261,760,7108,5286,12764,2358,4648,4840,1146,3516,6203,17476,2854,7696,6468,33856,0,0,74,2092,1530,2590,2090,2090,1140,8032,12609,7082,2323,3426,8453,2068,9180,14208,9181,8601,13185,0,0,0,0,0,600,0,0,4780,0,232760
3846,0,0,0,0,0,1789,1721,9283,8713,2812,1478,8069,7842,14495,947,2189,3415,1414,4638,2996,21791,2882,5137,3801,30237,0,0,0,2500,575,2724,2090,3303,2125,9492,18250,7881,4393,4190,10956,2122,9898,11393,11023,5180,12377,0,0,0,0,0,2135,0,0,5737,0,249419
1955,0,0,0,0,0,2225,2629,3041,2090,2161,1404,3544,5199,13346,1478,2785,4828,1146,6297,5897,13229,951,6259,4975,23311,0,0,0,3182,765,1526,1520,570,570,6190,14003,8810,1598,4391,4703,3248,11980,9648,4973,7296,10248,0,0,0,0,0,600,0,0,3653,0,180469
4464,0,0,0,0,0,3716,2177,2122,6343,2253,2823,8236,9197,12885,3421,3444,6212,723,5689,4379,14794,982,6774,9766,33734,0,0,74,3371,0,1716,10789,570,1330,7592,15963,6568,2744,2305,7069,1378,8423,10503,7510,7781,11387,0,0,0,0,0,1938,0,0,6199,407,183512
2448,0,0,0,0,0,2349,3327,1711,764,831,2921,6882,6576,17698,3304,3579,3722,2941,6913,2883,11406,1517,6649,6204,31898,0,0,74,4814,1340,1725,1330,2090,2090,4664,19246,9868,3843,5478,7681,4305,8401,10299,8321,7799,9537,0,0,0,0,0,800,0,0,5018,0,209851
2781,0,0,0,0,0,2112,2731,3169,5888,1330,2242,5118,6343,11215,2193,4365,3101,1488,3333,3788,16721,2238,7930,7995,16193,0,0,148,3329,1340,2075,570,2076,1721,8543,18372,7593,3276,1602,5728,2970,9534,10026,4066,7645,9216,0,0,0,0,0,1429,0,0,5249,407,125514
1065,0,0,0,0,0,2229,2567,2094,912,1028,831,6724,6521,16635,2301,3193,2919,1026,4395,3195,10544,261,7879,7598,24109,0,0,74,3259,2105,2680,2660,1330,1330,7125,15182,5986,1330,1605,6103,2934,10417,8618,5563,6359,9819,0,0,0,0,0,516,0,0,6650,0,129763
1508,0,0,0,0,0,3165,1901,5165,8737,1900,2808,6010,8637,14233,4041,1915,2731,959,3122,3901,21233,954,5253,6134,20380,0,0,74,2434,765,4640,1520,1913,2482,9330,22109,7138,2906,3295,7534,1379,9080,11909,6793,5432,11701,0,0,0,0,0,400,0,0,4014,0,181358
1955,0,0,0,0,0,2591,2176,1668,1102,2063,1900,6517,5049,17016,2569,3997,1758,2179,4781,3428,12082,2734,5328,5985,25049,0,0,74,2659,1915,3174,5793,1330,1330,5794,15567,5049,1826,3288,7160,2554,6857,9758,6778,10038,11586,0,0,0,0,0,600,0,0,5211,0,162497
1582,0,0,0,0,0,2733,2401,951,1517,2172,2164,2629,6485,15328,1354,2609,2745,769,4668,5733,12853,1141,5414,7189,25939,0,0,0,4271,765,3668,5082,1520,2090,6300,12982,9875,1657,3707,6424,2306,6487,9318,6207,9573,9366,0,0,0,0,0,400,0,0,4891,0,163344
4720,0,0,0,0,0,2897,3783,5115,1900,2432,1524,4366,5622,10659,2087,3529,2090,1562,4255,4846,24668,1552,5258,7050,23533,0,0,74,3410,1150,2306,1900,1520,961,7475,15749,5238,2617,3449,6347,4571,9387,11541,5611,6748,12235,0,0,0,0,0,2515,0,0,6688,407,223882
2448,0,0,0,0,0,3672,2591,4080,1714,1922,1781,5394,5246,12831,2122,5163,4096,762,3101,3562,18955,381,8539,6116,25512,0,0,74,3524,1915,1513,1520,1725,1900,9195,16746,7302,5080,3894,8382,3665,10290,11633,9577,5329,11873,0,0,0,0,0,800,0,0,4830,0,220111
2509,0,0,0,0,0,4026,3894,222,3543,133270,2253,9405,6781,13818,1210,5359,3753,2253,3973,4351,19047,1478,7979,8391,32948,0,0,148,105201,1340,4922,4553,1915,2090,7855,14314,8975,3261,2149,9425,4730,8491,13053,9164,11513,13567,0,0,0,0,0,1222,0,0,4934,407,230008
843,0,0,0,0,0,2151,1554,2284,1672,1798,1021,5765,6149,14877,1281,4796,2900,1912,3065,2611,24699,1517,6920,7366,17349,0,0,74,3256,1915,2007,4345,2470,760,8937,13868,8164,1829,2880,7177,2484,8458,10119,7316,9779,9127,0,0,0,0,0,400,0,0,5369,0,177637
1848,0,0,0,0,0,2988,2028,1781,1021,2854,2048,4551,6560,14199,2759,3118,3386,1682,3799,1207,9971,764,4267,7908,27792,0,0,74,3573,2105,3051,2660,1140,1900,9890,14269,8553,2394,3297,7589,3279,4139,9692,6298,4640,10201,0,0,0,0,0,516,0,0,3444,407,183177
1955,0,0,0,0,0,887,2440,11853,342,570,757,7427,3188,13757,1811,5383,2228,839,138282,4715,14120,644,6754,5979,18197,0,0,74,104034,1340,3416,760,1881,2292,6340,16352,8077,3196,3009,6907,2210,4576,7916,6925,13074,9462,0,0,0,0,0,674,0,0,4509,0,147700
1978,0,0,0,0,0,2051,2040,2087,2847,2087,1520,6704,7952,15668,3151,2421,3228,1344,4861,3510,26146,1524,6475,7582,16905,0,0,0,2307,1340,4249,0,1900,2090,3750,17067,7852,570,3052,8187,3567,8096,11927,8511,10626,10488,0,0,0,0,0,600,0,0,5793,0,174227
4538,0,0,0,0,0,1988,644,1552,5504,1672,1524,7562,9719,12384,381,1365,3126,1562,3764,4349,18566,792,2860,2943,22321,0,0,74,3417,765,3305,1900,2672,2291,7037,14165,3577,1925,4732,5812,4161,5766,11109,8261,3372,10839,0,0,0,0,0,1938,0,0,4230,407,185965
991,0,0,0,0,0,1899,2463,1141,3069,1021,2161,6724,5064,14023,3734,4027,3674,1911,3959,4968,17413,1521,6204,6897,18373,0,0,74,3147,2680,3929,2090,1156,1330,6825,15025,7841,2120,3104,4455,2521,8318,12546,4927,12643,11475,0,0,0,0,0,400,0,0,4543,0,150767
2991,0,0,0,0,0,2560,1846,1552,3992,2432,2292,5819,5324,13644,2323,1676,2584,2063,4128,3926,15556,1478,6595,5116,28211,0,0,148,3484,765,3193,6647,2090,1140,6537,14875,6962,2788,2468,7923,3450,6695,11859,7338,5384,12606,0,0,0,0,0,1419,0,0,3010,407,215022
843,0,0,0,0,0,3282,3586,2281,2432,3538,2743,6989,7451,12520,2078,3981,6178,2887,4603,6401,26953,2277,6033,5522,25827,0,0,74,4444,575,3715,8625,1330,760,10194,14234,8924,2443,2310,6227,4158,9024,11569,7607,7510,13669,0,0,0,0,0,400,0,0,5437,0,226616
4445,0,0,0,0,0,2821,2630,1974,2351,2854,342,5883,5347,16635,2094,3636,3773,3022,4572,2476,15222,2238,6050,5571,21097,0,0,74,3636,1915,3308,1900,1900,1520,5424,15903,6570,3640,2164,5383,2768,9936,9370,5397,3132,9799,0,0,0,0,0,1970,0,0,5440,407,167855
1955,0,0,0,0,0,2876,4752,4580,4736,2090,1327,8007,6721,11065,261,4174,136786,836,2505,3579,23103,1404,6230,5474,28983,0,0,148,104151,1530,2155,760,1706,784,10671,14422,6213,2576,3644,8822,4916,7720,13841,9455,9915,14335,0,0,0,0,0,600,0,0,5454,0,276633
2374,0,0,0,0,0,1722,2678,8199,1591,1591,570,6762,6975,12725,2342,4322,3880,2109,5212,4188,14181,1524,7205,6431,17772,0,0,0,4066,1555,3020,1900,2660,760,7281,19013,4094,3024,1794,6392,2471,7060,6222,9009,10730,7502,0,0,0,0,0,800,0,0,4265,0,154220
4346,0,0,0,0,0,2308,2493,4808,5457,3405,1108,5411,8058,20969,4798,4319,4281,2754,5800,5385,15717,1478,8742,10428,27819,0,0,148,2528,2105,2303,10562,2451,4774,7817,20716,10688,2965,2668,6717,6064,8882,11673,6494,12492,11235,0,0,0,0,0,2170,0,0,6822,0,178116
843,0,0,0,0,0,1350,2546,3041,570,1021,1974,5643,5780,12795,2924,5410,4403,2296,4371,4588,17586,951,5262,5949,18070,0,0,0,3376,1340,3209,0,570,2090,7251,15823,4854,3312,2365,6849,2709,10066,6680,5218,9862,7456,0,0,0,0,0,400,0,0,5401,0,143563
2863,0,0,0,0,0,1811,1709,9529,947,2242,1102,5898,5842,16695,3191,4023,2617,1488,3223,5225,22615,1552,6239,6479,21073,0,0,148,3096,0,1923,1900,2674,2480,7495,17139,9096,2982,4783,9278,4567,8303,12350,8808,8389,12832,0,0,0,0,0,1338,0,0,6292,407,183022
2844,0,0,0,0,0,1203,2308,912,4420,2161,1021,7070,5629,17196,1974,3187,3113,1601,8345,8368,16398,2277,7193,6798,23062,0,0,74,3182,2490,2929,2090,1330,1900,8054,16346,6939,4474,4625,4799,4402,7011,14365,4967,12140,13404,0,0,0,0,0,1116,0,0,4237,0,184909
4457,0,0,0,0,0,2399,3798,1404,1591,3248,1672,5502,6041,12714,2160,3196,4604,1488,7633,6444,23021,1478,5193,4265,26591,0,0,74,3283,0,2931,4055,760,1900,8705,16224,9489,2582,3751,7551,2709,3345,11526,7379,10968,11283,0,0,0,0,0,2241,0,0,6732,407,206840
2129,0,0,0,0,0,3561,1995,1102,5019,2312,831,9794,9261,13537,1974,4264,2749,2941,4441,2905,23826,1591,9411,11140,27453,0,0,148,3647,1915,2812,2090,1719,0,5608,14968,9552,3298,5043,6702,4129,12619,13617,7542,11419,14824,0,0,0,0,0,906,0,0,6316,0,244094
2499,0,0,0,0,0,2616,4157,6972,2161,2660,1311,6526,6977,11766,2118,2225,4252,1724,3374,3464,17417,1524,9358,8202,17277,0,0,74,2956,0,1674,5791,1520,1720,6376,19028,9526,1669,2554,5177,2002,11854,8245,6252,6979,7726,0,0,0,0,0,800,0,0,3730,0,154560
1955,0,0,0,0,0,3212,2481,718,1102,2808,1140,8019,9902,11729,1174,5099,5164,1414,4575,4040,24555,1404,7858,10220,31957,0,0,74,2511,3242,3661,570,1520,2090,9529,15668,10025,1566,2081,11031,3982,8085,12150,9303,12688,11260,0,0,0,0,0,600,0,0,6391,0,251614
843,0,0,0,0,0,2420,2601,2087,3663,947,1974,8374,6472,13863,490,4702,4343,1344,3559,4279,14576,381,7477,6704,21143,0,0,0,2438,1340,2621,1900,1520,3671,5227,14039,7124,3585,1736,4622,1795,4489,9695,3883,16423,11842,0,0,0,0,0,400,0,0,4997,0,165692
2871,0,0,0,0,0,2302,4023,1552,9976,2257,1524,6643,5982,13312,2957,6770,4026,3287,5907,4795,16965,982,11538,10214,17336,0,0,74,3290,1340,1507,5823,2485,1720,9505,20492,5783,2307,3251,5510,3612,15557,9658,6604,10572,10576,0,0,0,0,0,1735,0,0,6868,407,164476
2351,0,0,0,0,0,2108,2050,764,1524,2161,1021,8765,6211,9746,2237,2229,5347,187,4326,3229,16302,2471,6498,8853,16421,0,0,74,3041,2105,937,760,760,2660,5436,11611,4094,1024,2820,7488,1796,7854,8142,7197,11812,8443,0,0,0,0,0,874,0,0,5603,0,170733
4635,0,0,0,0,0,912,1266,6665,1404,2258,2062,5709,6635,16980,2619,4513,3424,2063,4138,4406,14227,1288,6428,8442,22810,0,0,74,3290,1150,5143,8436,1915,1520,5023,17407,7059,2537,3533,7542,1794,7056,9644,7858,9673,7483,0,0,0,0,0,2128,0,0,3954,407,143108
2103,0,0,0,0,0,1124,3158,954,2242,1404,1980,6100,6549,13176,2193,4083,5035,2102,7074,9386,22789,1517,6687,7184,20516,0,0,148,3422,575,3685,4613,760,2090,7083,12694,8785,1657,2483,4725,3623,13108,11441,5843,13735,13059,0,0,0,0,0,716,0,0,5846,0,178280
2617,0,0,0,0,0,2267,3994,5339,2161,764,1478,9604,6189,14654,1482,3251,4684,1107,7018,4739,18441,1524,5440,8519,30132,0,0,74,3601,2680,1850,1330,1912,1330,11367,15969,11369,3892,3626,7043,3654,4826,13246,4877,17787,15310,0,0,0,0,0,800,0,0,6122,407,230192
1955,0,0,0,0,0,1670,3030,3976,3002,1330,1517,9292,9725,9692,2921,2610,2915,839,4019,4837,19590,1404,7505,7387,22478,0,0,74,4119,575,1856,1520,0,1192,8995,17379,7094,3032,1408,7941,3102,5556,11375,7545,10249,13235,0,0,0,0,0,674,0,0,4563,0,186021
870,0,0,0,0,0,2364,1787,947,8060,1517,1330,7286,8923,11766,1482,2703,1473,769,3284,3473,17477,2094,7044,6775,28727,0,0,0,2279,765,3901,570,2500,1153,7631,15350,10649,3797,3306,7885,4936,6499,13982,5553,8593,13291,0,0,0,0,0,400,0,0,4385,0,211769
2583,0,0,0,0,0,2937,3369,2122,1362,3002,1524,6066,7086,16289,2391,4305,3345,2327,2415,4464,24273,2312,9986,8473,20317,0,0,74,3290,1530,2541,1928,2660,2090,5396,13837,10861,4115,3938,7271,3404,8068,11969,8177,10956,11672,0,0,0,0,0,1570,0,0,6174,407,213285
2351,0,0,0,0,0,2387,1596,381,1140,2175,1795,8000,12434,12766,2931,3533,5063,2486,5004,4930,17142,381,11365,8581,29081,0,0,74,2847,765,4616,5584,2090,1900,6756,13281,9156,2898,2865,10444,2519,10174,11884,8304,9952,12256,0,0,0,0,0,800,0,0,5214,0,240950
5003,0,0,0,0,0,3328,2431,2734,12730,1672,3002,7707,6227,14729,2561,3305,3702,1678,4761,3322,13389,1668,7912,6935,17445,0,0,74,3551,2680,2371,760,1705,2480,6656,22561,9147,2989,4047,6985,3987,10074,8259,5814,7791,9659,0,0,0,0,0,2483,0,0,5966,407,138463
1955,0,0,0,0,0,2774,1722,1524,2467,1401,1591,4277,4869,12546,2491,3188,3887,2292,7832,7570,12555,2847,5733,7466,23080,0,0,148,3217,1530,2833,3869,1330,2090,6186,15055,3063,2117,1603,8595,1605,14885,6652,9218,9363,5207,0,0,0,0,0,674,0,0,5113,0,148071
4860,0,0,0,0,0,3115,1583,1591,4891,1539,2066,4368,5299,16665,4905,3269,4118,1492,5575,5312,14906,1478,6717,11079,24142,0,0,74,3668,1340,2774,6023,1916,961,7951,16839,10862,3446,4219,6779,3692,6978,12032,7383,13304,11702,0,0,0,0,0,2022,0,0,4965,407,172257
