172.20.0.0,172.20.1.184,172.20.1.185,172.20.1.186,172.20.1.187,172.20.1.188,172.20.1.189,172.20.1.190,172.20.1.191,172.20.1.192,172.20.1.193,172.20.1.194,172.20.1.195,172.20.1.196,172.20.1.197,172.20.1.198,172.20.1.199,172.20.1.200,172.20.1.201,172.20.1.210,172.20.1.215,172.20.2.197,172.20.2.198,172.20.2.199,172.20.2.200,172.20.2.201,172.20.2.202,172.20.2.203,172.20.2.204,172.20.2.205,172.20.2.207,172.20.2.208,172.20.2.209,172.20.2.210,172.20.2.211,172.20.2.212,172.20.2.213,172.20.2.214,172.20.2.217,172.20.2.218,172.20.2.226,172.20.1.211,172.20.2.206,172.20.2.228,172.20.2.219
7,14,8,30,28,10,7,24,26,14,38,45,29,25,213,257,40,49,49,144,12,13,57,7,0,21,22,11,52,48,25,193,51,99,44,0,32,44,47,7,143,5,34,0,107
22,21,19,30,30,9,8,21,18,12,39,36,41,39,184,178,30,51,47,116,2,20,0,7,5,23,13,12,34,47,16,175,44,116,31,2,31,44,47,7,140,15,22,1,86
12,18,15,22,8,6,17,34,32,16,56,52,34,32,176,255,42,80,65,151,4,13,25,5,7,35,33,7,44,50,20,230,50,165,65,1,51,55,48,4,146,10,25,0,97
18,16,15,12,8,12,7,28,25,8,50,50,21,24,220,181,38,59,71,160,1,9,41,4,6,24,28,10,39,54,30,190,43,105,55,1,40,51,49,7,127,14,22,0,95
9,15,14,29,20,9,14,25,27,16,56,53,24,31,177,354,48,53,60,142,10,10,7,6,4,32,26,17,37,52,30,137,56,126,40,1,45,56,48,11,183,6,26,1,124
6,20,16,15,34,4,8,25,31,15,60,46,29,23,222,194,41,70,64,154,13,18,20,11,3,29,24,11,44,53,31,173,46,155,39,1,31,40,46,4,177,3,28,0,98
16,19,21,65,40,9,9,28,24,15,58,47,33,28,221,183,46,65,67,143,10,13,33,12,14,16,21,17,47,45,29,183,45,144,51,1,41,50,48,7,183,8,20,1,88
12,15,11,10,11,10,11,28,31,17,53,62,44,45,192,251,45,57,57,134,8,15,33,10,7,20,21,12,55,35,28,181,39,123,79,0,33,50,42,14,152,12,27,0,93
22,13,19,36,40,14,10,27,22,17,50,51,36,43,238,128,38,65,56,175,11,15,46,8,13,14,21,7,44,49,30,190,49,137,49,1,32,37,42,6,172,16,22,1,80
16,20,16,27,5,2,17,26,22,10,44,46,39,43,228,233,61,70,65,110,7,4,0,10,0,17,24,14,46,38,23,183,45,153,61,1,31,44,62,7,153,11,25,0,92
18,20,19,12,29,19,9,27,28,16,46,61,32,39,228,207,44,62,75,143,4,15,54,5,6,24,24,14,36,39,25,154,49,153,61,1,44,47,45,7,150,12,23,0,81
8,20,13,30,9,8,17,21,39,14,46,49,32,36,211,277,40,58,54,143,8,6,14,15,4,21,22,5,48,46,22,142,50,143,33,2,29,58,46,11,177,6,34,0,101
1,21,13,22,45,17,7,28,40,13,44,51,24,25,228,194,49,71,70,138,9,17,7,13,9,24,27,22,56,47,20,179,52,150,45,1,36,50,43,3,187,0,18,0,98
6,12,24,1,27,15,13,29,24,22,50,51,38,26,213,188,41,54,64,169,7,7,40,10,6,19,27,12,47,40,17,177,49,115,52,2,42,46,56,10,172,0,22,1,100
14,19,21,41,41,8,1,28,31,10,61,50,37,33,254,176,44,65,62,152,9,15,7,9,16,21,19,5,34,53,32,224,48,142,60,0,41,50,45,11,176,13,35,0,101
20,17,16,33,44,7,5,25,26,17,64,59,30,33,284,154,42,61,70,175,16,26,21,5,4,26,30,10,39,47,34,180,45,144,51,1,45,59,43,14,194,14,27,1,107
13,11,11,7,38,18,10,21,19,13,54,55,38,44,159,181,38,65,71,152,7,10,36,16,4,26,22,6,49,58,20,230,40,173,37,1,40,44,45,10,134,12,21,0,81
18,18,20,22,11,13,14,25,32,11,50,47,38,32,162,187,39,50,136,146,5,9,20,8,11,21,22,21,46,37,24,174,37,114,43,1,37,37,169,3,174,11,29,0,95
11,13,15,54,16,3,14,17,25,11,38,37,37,39,266,182,45,54,46,151,8,16,27,12,8,22,25,14,40,52,33,168,42,132,63,2,31,55,46,7,148,7,25,0,101
1,18,17,13,18,6,5,33,28,15,49,48,42,47,275,257,57,68,65,120,5,13,30,5,3,31,26,6,66,44,29,202,51,140,101,1,44,62,56,3,137,0,20,0,141
5,16,10,47,39,15,11,28,31,13,39,51,27,32,242,231,50,77,76,139,17,16,7,5,10,26,26,19,48,50,30,160,54,178,68,2,37,55,53,11,205,0,38,1,112
13,19,22,14,7,10,10,24,34,17,48,44,37,41,227,211,39,68,62,154,8,16,6,7,7,26,25,2,41,38,30,205,53,134,44,0,34,52,51,10,179,14,29,0,92
19,25,19,56,11,0,14,22,21,15,42,39,31,26,251,230,37,54,60,135,7,19,3,18,11,25,30,17,41,44,24,170,55,104,58,0,36,48,45,7,163,14,24,1,108
16,19,16,14,11,7,16,25,29,14,48,43,29,30,207,231,39,67,60,159,11,14,40,13,7,23,20,4,52,52,32,147,37,187,29,0,31,41,42,7,174,14,38,0,93
20,17,15,5,15,14,9,23,31,20,61,51,23,19,196,327,45,57,59,133,9,10,8,0,11,24,22,6,41,66,30,139,60,119,36,1,44,53,48,7,157,17,28,1,122
6,13,11,22,5,5,18,27,33,21,50,65,30,39,289,204,37,74,70,142,8,7,28,3,3,24,32,5,43,49,24,188,53,143,55,2,43,56,61,7,170,4,27,0,125
13,19,100,40,84,9,15,22,25,15,57,55,41,46,336,292,50,53,54,172,8,10,70,9,12,23,24,18,59,54,35,156,49,131,68,1,38,60,168,11,203,7,34,0,143
5,13,27,23,37,5,7,23,22,14,56,58,41,40,249,229,40,55,52,154,13,17,0,10,7,25,17,10,43,50,31,180,42,154,55,2,42,52,57,13,158,0,29,1,105
13,15,10,35,32,10,12,27,29,21,48,56,38,35,193,233,41,55,67,145,10,16,35,8,11,17,29,9,45,41,25,173,44,180,40,0,41,48,50,3,119,11,21,0,84
19,17,15,38,10,98,11,24,122,21,51,45,48,39,256,202,43,69,59,142,17,14,23,4,1,21,30,10,40,46,23,211,56,142,42,0,40,52,294,3,172,11,29,1,91
12,12,18,48,15,16,12,34,30,16,137,53,34,31,262,298,49,70,70,144,8,20,18,12,9,16,34,16,48,57,29,174,61,179,34,0,34,57,173,13,153,12,33,0,123
22,27,18,5,8,7,14,26,23,14,44,40,47,46,237,195,43,62,57,150,6,13,25,10,3,17,20,3,43,44,24,186,42,161,57,1,43,47,46,7,151,15,28,1,102
4,20,15,7,5,8,6,30,33,5,50,44,23,21,303,245,39,54,67,134,10,11,3,3,0,24,27,13,51,47,31,149,52,127,45,2,37,56,45,13,115,1,39,0,128
13,23,15,1,17,12,9,30,32,16,48,51,26,35,204,210,42,61,71,124,21,11,8,3,14,26,31,12,46,45,17,164,48,135,56,1,40,48,50,10,169,7,15,0,85
8,9,7,7,29,13,11,31,32,18,50,42,37,34,223,236,40,70,63,136,14,10,40,4,15,24,11,12,51,48,28,177,52,145,61,2,40,47,43,10,164,6,21,0,108
11,17,10,47,75,0,4,18,30,18,44,53,37,39,204,223,52,56,64,132,9,7,37,10,4,24,28,14,51,48,23,204,41,125,33,1,31,50,42,7,202,10,26,0,108
10,21,20,5,12,10,12,27,31,15,61,50,48,49,290,181,43,60,52,143,6,10,49,10,11,17,18,12,40,56,32,223,40,161,35,0,39,41,52,0,149,6,38,1,117
10,15,16,28,60,13,16,19,27,8,56,50,40,38,242,217,39,52,56,131,10,11,21,9,15,25,18,9,53,41,24,210,47,142,44,0,36,48,47,13,165,8,20,0,112
22,26,22,24,27,15,4,26,18,12,54,58,44,51,224,196,36,69,63,144,10,15,27,4,11,20,23,18,42,41,27,190,52,170,77,1,40,49,55,3,148,13,22,1,102
3,19,12,31,4,5,8,24,25,3,39,49,30,23,179,207,34,57,61,139,6,14,22,8,8,21,23,9,43,43,32,148,48,115,41,2,30,44,44,0,141,0,22,0,101
13,26,19,17,39,11,9,38,27,14,52,41,119,29,283,218,46,68,63,130,4,14,10,7,12,24,24,15,53,42,21,179,61,170,55,1,42,57,170,4,165,11,23,0,129
11,15,19,5,13,7,10,27,24,20,49,61,32,27,274,259,46,70,64,112,7,8,7,10,3,31,29,6,51,50,26,186,58,136,52,2,40,53,45,10,143,7,24,0,117
11,19,14,30,37,6,7,26,28,18,52,56,28,33,290,292,46,74,69,144,7,12,26,6,8,30,33,14,49,48,26,157,64,158,74,1,44,60,42,7,180,8,31,0,128
10,6,8,1,12,7,8,24,27,17,50,51,32,38,208,314,49,54,53,133,7,14,8,7,7,28,26,6,45,49,25,188,51,125,36,0,37,56,51,15,122,6,26,1,123
10,19,14,51,60,6,8,25,27,13,58,59,37,35,194,258,32,57,56,168,9,10,36,15,5,23,25,12,42,40,31,149,59,140,53,1,49,44,51,8,207,8,39,0,106
21,19,15,22,23,17,3,24,19,13,50,50,46,44,216,156,36,48,49,139,11,14,10,7,14,21,17,12,46,51,26,182,50,125,57,0,34,39,48,7,170,14,22,1,93
5,17,22,13,9,16,13,24,23,11,51,61,32,25,167,323,39,71,66,155,16,13,32,4,7,29,29,8,47,39,20,211,51,114,39,2,42,49,42,7,154,1,22,0,104
17,16,14,83,14,10,100,28,30,21,55,51,31,27,202,231,36,54,60,151,16,10,24,6,8,19,24,10,45,44,28,181,50,127,29,1,37,51,167,4,177,14,23,1,107
10,15,23,6,11,10,10,27,28,16,51,45,32,32,214,312,44,54,52,152,7,19,46,3,4,17,21,13,51,46,33,167,53,126,30,2,39,47,47,7,140,7,29,0,115
21,23,21,12,10,16,2,20,23,9,57,49,35,34,246,353,45,59,64,153,7,12,15,3,11,27,28,12,47,36,37,160,55,138,54,1,43,59,46,17,149,17,32,0,132
11,24,13,42,13,11,6,38,21,11,44,54,29,29,273,217,45,65,65,114,5,7,7,4,5,28,24,11,43,49,20,202,56,102,46,0,34,61,44,3,165,7,17,1,98
12,17,15,8,9,9,14,31,27,11,65,59,33,32,229,262,34,61,69,132,16,12,11,3,3,21,27,13,52,44,30,190,45,124,69,1,38,53,50,11,127,8,27,0,105
15,23,21,48,27,11,5,123,30,16,56,58,39,29,224,299,48,65,64,162,6,21,44,11,15,29,17,16,38,58,28,173,51,130,44,0,39,48,174,7,191,10,25,1,110
10,17,15,102,25,5,13,32,19,12,66,66,37,45,289,223,38,59,76,114,9,17,4,15,8,25,27,10,50,48,35,200,49,137,67,2,48,46,167,8,138,7,27,0,110
19,17,13,23,17,6,9,29,30,14,51,44,32,28,215,216,50,62,63,117,9,12,3,3,11,28,23,10,52,50,21,221,38,94,32,1,36,45,48,4,149,14,25,1,99
10,17,18,26,6,10,6,16,24,14,53,56,45,136,223,246,39,48,53,143,8,14,57,5,3,28,24,12,43,45,26,206,50,115,74,1,36,49,171,4,126,7,26,0,110
23,14,14,42,57,6,16,21,26,12,36,45,28,28,241,217,37,41,49,151,12,12,29,10,10,18,31,18,50,31,28,147,41,84,41,2,42,47,50,10,166,17,34,0,113
9,12,17,12,58,5,13,19,21,10,40,36,44,40,163,157,31,47,43,133,0,15,32,8,1,18,18,9,39,39,26,163,36,117,41,1,26,39,45,4,148,7,27,0,73
11,10,16,15,11,11,7,20,25,10,42,42,23,20,228,185,34,53,58,138,6,16,38,6,4,23,15,11,39,44,25,177,42,112,54,1,35,48,47,3,120,10,29,0,94
3,20,14,30,5,16,11,28,27,12,50,58,42,35,270,177,47,73,73,130,10,16,3,15,7,29,28,15,53,60,17,252,45,101,54,0,40,57,49,10,145,0,18,1,104
3,15,14,37,54,13,15,26,23,16,51,35,19,25,225,180,26,59,50,130,6,8,32,9,8,22,22,13,43,36,17,126,44,124,42,2,31,46,49,14,194,0,18,0,94
20,16,22,30,8,3,5,33,21,8,42,52,29,33,214,226,44,57,66,126,7,9,10,5,4,21,14,7,45,40,33,179,48,96,45,1,43,55,48,14,176,14,20,1,110
8,11,18,2,27,10,10,30,32,13,69,61,42,39,312,353,45,58,56,135,2,13,35,8,7,31,20,7,55,53,33,198,58,118,64,1,50,51,175,7,145,6,34,0,126
21,11,13,48,35,4,2,27,29,20,53,58,36,29,225,233,46,55,62,168,12,15,54,7,15,30,17,12,50,56,17,197,58,119,49,1,50,50,59,4,152,14,22,0,104
11,19,12,40,7,10,9,21,23,13,30,30,21,22,178,190,36,34,42,132,10,13,6,17,8,19,20,21,38,44,23,110,39,88,18,1,34,42,42,7,159,7,25,0,87
10,23,13,37,25,12,12,21,24,12,50,46,33,38,243,284,38,59,50,130,0,13,62,12,7,12,13,7,51,48,28,182,51,108,47,1,35,50,43,7,134,8,33,0,116
3,17,16,65,62,13,9,24,28,17,47,50,39,43,177,237,42,68,58,149,13,12,38,13,10,19,20,18,51,38,29,206,45,96,66,0,40,40,60,11,207,0,34,1,93
2,18,16,10,5,9,5,19,28,7,53,43,35,29,252,263,31,52,63,158,13,15,8,11,10,28,25,9,48,49,26,181,50,105,46,1,43,50,51,7,124,0,23,0,105
24,22,12,27,9,10,5,32,32,15,51,45,26,32,220,170,31,61,56,110,10,16,4,4,7,22,22,4,34,35,21,146,49,77,65,1,33,41,51,4,172,17,18,1,80
11,16,21,27,32,5,14,33,33,14,65,50,33,34,243,283,45,59,59,141,6,13,10,13,8,29,25,13,44,52,27,196,59,118,33,1,52,60,47,7,164,7,24,0,128
21,9,25,1,17,11,14,24,19,19,47,54,34,34,189,233,34,57,72,145,10,14,47,7,11,19,15,15,44,39,19,159,47,127,37,1,31,44,43,7,143,17,15,1,102
10,14,17,28,49,9,15,26,27,16,45,50,37,27,187,213,37,61,55,143,10,12,10,9,10,26,18,14,45,55,23,142,52,119,54,1,31,42,44,6,179,7,26,0,89
19,13,12,30,9,5,10,20,27,16,47,49,28,36,227,239,39,56,57,163,11,15,42,7,6,31,29,15,57,40,23,179,45,116,61,1,37,46,43,4,112,20,24,0,100
7,38,11,29,31,14,10,22,30,20,59,48,32,29,299,201,38,69,57,166,9,18,39,7,12,28,24,12,42,48,31,155,48,143,78,1,40,56,60,14,179,3,28,1,113
3,17,19,46,48,10,19,35,23,13,39,43,42,43,171,330,38,63,47,157,8,18,10,7,12,22,16,17,57,48,36,154,44,133,69,1,41,50,47,7,195,0,35,0,115
19,15,12,15,36,3,12,31,36,22,61,47,41,41,229,308,39,66,66,158,17,18,24,8,4,19,24,14,59,41,37,185,57,139,70,1,44,60,52,14,184,15,26,1,125
8,5,15,10,27,10,20,30,28,107,56,50,37,34,238,300,48,50,59,154,8,15,38,7,12,26,25,17,50,49,31,144,58,113,43,1,38,52,172,11,187,6,26,0,126
22,10,17,13,8,13,14,32,26,14,48,39,25,28,201,158,36,62,65,171,14,14,31,11,4,28,20,13,50,51,22,187,43,132,49,1,40,42,49,8,146,17,15,1,79
11,11,19,48,34,13,12,24,28,8,42,42,31,31,151,248,33,52,67,133,7,14,0,10,8,28,23,16,38,42,20,173,53,91,47,1,40,49,42,9,176,8,18,0,101
19,23,20,3,20,7,5,24,23,8,36,43,27,32,215,230,37,56,52,161,16,23,7,11,7,25,22,14,44,40,29,150,45,91,37,2,34,47,54,10,178,14,19,0,99
1,14,12,7,38,14,13,28,27,12,54,55,25,31,210,227,48,60,61,158,7,17,42,10,7,26,24,6,46,47,26,197,55,63,43,0,41,45,42,6,204,0,27,0,98
3,20,15,28,8,8,5,29,19,9,37,69,35,30,225,243,42,55,62,150,9,15,28,9,7,21,25,13,45,50,26,170,57,121,49,1,44,51,48,6,166,0,21,0,120
8,10,10,10,50,10,6,30,27,23,48,45,30,30,213,208,29,59,49,130,10,11,56,9,9,18,23,8,38,31,26,154,51,103,43,1,39,43,49,0,160,6,28,1,109
10,19,20,103,5,16,8,31,35,4,43,50,36,39,199,218,40,54,61,127,6,16,10,16,5,27,18,16,40,48,22,179,47,132,37,1,34,50,48,17,227,6,31,0,104
23,21,19,9,20,3,9,26,25,17,44,47,36,39,230,206,40,47,64,146,7,15,11,1,12,22,24,7,50,50,31,193,46,95,40,2,34,48,48,7,163,19,29,1,111
8,19,19,8,4,12,10,21,21,15,44,38,24,20,165,203,43,49,50,122,15,13,18,3,7,14,23,9,31,37,24,142,47,83,31,1,29,34,49,10,162,6,14,0,85
18,23,26,32,8,13,15,22,12,7,39,43,25,26,199,203,31,48,57,142,11,15,4,7,7,18,25,9,29,42,34,171,43,94,34,2,29,38,43,11,160,14,28,0,92
3,20,14,10,24,3,15,35,26,7,63,51,37,34,190,310,38,52,53,166,8,14,83,8,3,15,20,5,39,46,25,181,44,98,30,0,42,51,43,7,142,2,28,0,96
3,14,19,8,15,8,12,36,32,5,52,61,32,30,227,214,37,63,61,165,4,13,6,11,7,22,25,16,40,47,23,231,52,133,38,1,49,55,41,4,117,0,29,0,97
11,15,16,6,2,3,8,34,34,16,48,51,29,27,203,205,45,74,73,136,17,15,7,4,14,20,29,5,40,55,24,188,43,156,66,0,35,47,46,13,129,8,15,1,90
10,19,10,62,74,5,13,21,36,11,50,64,32,29,244,188,36,60,57,134,9,13,15,9,16,21,21,15,46,51,29,163,53,97,53,1,48,46,49,7,190,7,28,0,108
23,21,15,13,24,17,5,25,23,9,58,54,45,45,262,254,36,53,52,177,10,15,49,11,7,27,23,8,36,56,32,191,54,140,38,2,45,53,49,10,126,18,24,1,104
8,17,14,3,3,9,10,30,23,25,50,51,36,37,290,256,42,55,61,151,13,8,31,11,7,22,28,14,50,46,23,162,66,116,43,1,43,53,60,4,132,5,29,0,132
18,8,10,50,36,13,16,31,29,13,52,142,40,32,182,284,34,57,55,97,10,12,14,1,5,20,17,14,46,51,27,169,46,106,44,2,32,44,161,4,203,11,28,1,105
8,14,12,65,32,2,12,15,24,7,49,36,28,30,280,157,45,64,64,122,4,11,31,5,5,25,23,12,43,48,28,174,38,128,57,1,28,41,166,3,166,6,23,0,81
15,26,19,27,55,8,15,17,15,8,52,52,44,44,207,215,37,57,58,115,4,9,3,11,4,21,16,7,35,45,31,160,49,145,61,0,39,37,47,10,200,7,29,0,95
15,18,18,35,106,5,12,31,27,11,42,53,24,22,266,280,44,65,46,141,2,11,38,4,8,30,20,5,49,51,37,165,57,98,24,0,33,52,167,7,168,11,34,1,139
8,12,22,14,9,0,12,22,25,15,47,56,23,26,190,270,43,60,68,141,13,13,3,11,11,27,17,10,45,44,20,174,57,120,49,1,44,48,48,7,155,4,27,0,100
16,4,15,13,10,14,6,20,27,17,51,53,24,25,261,240,39,68,55,138,6,13,49,3,3,26,21,3,52,44,18,197,60,68,55,2,42,63,46,6,135,13,18,1,107
6,17,13,29,47,12,8,21,35,14,52,48,32,34,193,184,43,151,65,110,5,7,7,8,7,25,22,15,51,45,21,172,40,114,62,1,42,44,167,7,198,5,19,0,94
14,14,17,36,15,15,3,26,20,12,41,47,49,47,190,258,44,49,66,164,9,9,44,4,14,19,24,12,61,44,32,192,48,135,31,2,43,49,56,7,158,9,25,1,104
6,18,15,33,82,10,18,26,17,11,55,52,34,31,216,190,38,64,70,152,9,11,36,13,12,24,30,21,47,44,18,196,43,103,60,1,43,47,50,10,196,3,30,0,103
13,22,17,10,13,7,19,30,28,16,49,46,42,45,239,169,29,63,65,144,4,8,4,10,7,22,29,11,40,40,25,238,43,143,43,0,42,51,54,3,162,6,33,0,91
11,23,13,55,6,0,13,23,24,21,35,41,26,30,163,157,38,67,65,127,3,10,25,14,12,25,23,11,42,42,21,174,47,120,78,0,37,32,44,9,169,10,24,0,66
7,17,25,45,27,1,5,24,25,8,38,37,33,25,297,181,36,51,48,115,7,9,3,5,12,23,21,16,42,46,30,152,46,119,53,1,31,43,47,7,124,4,37,0,106
17,18,20,2,33,11,5,26,16,12,54,46,32,34,167,198,43,61,64,148,17,11,57,14,11,19,11,8,45,38,22,212,45,124,27,2,35,43,40,4,139,13,20,1,83
6,16,10,3,47,12,8,22,27,3,41,45,28,35,168,210,36,63,66,157,8,12,7,8,10,24,25,9,46,45,18,186,40,84,80,1,38,41,40,14,153,4,19,0,82
14,12,17,9,7,8,7,36,24,14,52,65,42,41,198,285,35,53,59,150,11,18,25,7,11,29,26,5,45,34,14,179,58,112,72,2,47,50,58,7,141,9,21,1,114
5,16,13,9,9,9,9,15,33,17,50,42,33,21,235,287,46,52,59,136,6,9,12,7,7,29,24,10,53,55,27,124,56,129,53,1,47,54,55,3,122,3,23,0,126
14,22,20,78,8,13,9,32,19,15,42,53,32,34,294,169,45,58,54,155,1,15,7,12,13,25,18,19,54,41,30,109,53,163,58,0,49,52,48,4,168,15,22,0,109
15,18,11,10,79,5,10,19,21,15,59,39,39,43,308,229,38,47,62,155,11,10,30,5,2,29,20,15,45,46,26,169,43,127,40,0,40,53,47,11,179,14,27,0,133
7,9,17,31,2,5,5,20,18,21,47,37,31,26,265,153,30,50,52,166,6,15,33,10,15,18,17,11,35,40,33,111,40,113,53,0,40,31,46,8,127,4,38,0,100
29,20,15,8,66,11,4,27,21,19,49,48,28,24,222,210,36,49,52,153,17,10,21,5,11,21,19,19,47,41,30,144,53,136,46,2,38,54,40,3,173,22,27,1,94
5,16,21,24,11,8,9,26,27,12,45,50,33,31,226,242,31,51,59,157,15,17,26,14,8,21,28,16,51,37,20,144,48,121,57,1,42,47,46,10,150,5,27,0,102
16,19,25,43,48,12,2,31,36,7,58,53,29,34,295,266,44,71,76,129,11,20,33,9,12,25,24,15,57,48,29,201,67,126,43,2,39,65,46,14,190,12,32,1,123
5,10,9,17,8,9,9,18,23,4,43,40,33,33,211,173,42,41,49,164,12,7,10,10,14,31,20,10,41,41,30,118,47,102,41,1,30,40,50,14,148,5,20,0,82
22,13,15,11,30,9,13,26,27,12,42,48,25,21,279,240,41,66,64,162,14,21,25,7,7,22,21,14,49,49,33,175,57,116,53,1,38,48,55,14,142,14,35,1,130
33,9,9,25,11,10,12,18,19,17,56,51,39,43,279,249,43,62,64,156,10,15,77,11,7,25,28,12,59,53,32,193,56,150,82,0,48,64,48,6,96,28,25,0,144
20,15,19,18,37,11,15,28,20,18,37,47,24,30,230,208,38,61,57,109,5,18,0,7,9,16,26,12,38,45,29,172,40,122,41,0,38,45,46,0,177,15,25,0,105
17,12,20,56,6,7,22,27,23,14,48,54,27,31,284,317,47,59,67,158,9,10,16,8,8,38,32,8,40,51,41,173,75,120,57,2,42,67,56,3,167,11,33,1,149
6,15,11,7,25,14,7,27,26,13,44,66,48,48,232,233,35,50,50,150,16,14,36,15,7,26,27,4,46,37,28,200,45,110,50,1,36,56,42,7,170,4,30,0,114
6,11,16,12,13,10,10,27,30,10,53,46,33,23,186,241,43,50,54,154,14,16,23,7,4,25,28,5,46,45,23,200,46,71,49,2,37,48,48,11,157,0,32,1,105
5,18,12,40,28,8,5,24,25,10,51,49,29,28,203,226,39,52,58,120,9,16,7,7,7,21,23,12,41,36,22,124,50,113,59,1,36,56,48,4,174,4,25,0,117
22,22,12,39,17,12,8,33,31,17,62,50,44,31,248,283,44,70,59,159,7,22,28,9,15,26,25,12,43,42,25,176,63,109,40,1,47,60,56,6,187,15,23,1,123
17,16,19,10,15,9,9,26,26,8,48,33,31,25,195,214,46,60,58,168,13,12,8,14,4,14,27,9,53,42,35,158,38,123,61,1,39,40,51,7,150,12,36,0,97
16,19,20,25,12,7,13,35,19,24,53,46,31,38,308,172,38,55,64,162,16,9,45,14,12,22,23,16,44,46,26,115,49,127,80,0,40,55,53,15,182,14,22,0,103
14,14,15,5,17,11,8,20,24,22,44,48,33,31,226,311,46,60,56,160,9,5,25,11,8,29,26,6,48,50,30,162,48,118,34,2,41,56,51,7,155,10,30,0,126
4,19,13,23,47,16,14,22,27,11,58,53,26,27,233,224,44,55,56,159,12,20,44,2,8,27,26,12,43,54,26,183,50,102,29,1,40,47,48,8,172,2,24,0,106
7,11,23,2,52,12,9,13,25,10,55,43,39,30,250,253,38,50,50,138,9,16,11,10,10,19,26,11,42,46,32,154,44,122,49,2,29,36,38,9,151,2,29,1,108
6,15,16,6,9,7,8,30,19,9,60,40,24,37,173,236,44,51,51,182,11,12,48,8,11,16,19,13,41,46,20,100,48,145,46,1,43,44,38,10,143,5,22,0,101
21,13,17,56,22,10,12,28,23,7,50,34,26,33,277,243,34,62,58,144,1,15,14,6,7,23,16,17,34,49,27,197,49,87,41,1,36,48,43,7,148,16,31,1,114
12,12,16,53,35,13,11,28,25,15,40,35,27,25,235,200,33,56,54,155,15,21,29,12,9,24,21,10,35,47,26,120,52,118,42,1,38,38,47,11,200,10,37,0,99
15,18,18,11,31,6,9,28,28,16,50,48,35,26,226,247,35,64,55,127,8,12,7,4,14,18,23,14,37,46,40,160,41,155,36,0,40,48,51,6,138,15,28,0,96
13,14,17,11,13,6,9,32,29,22,42,35,30,32,158,293,32,56,61,181,5,14,41,8,14,32,22,11,44,48,25,168,50,102,51,1,40,54,55,4,145,9,16,0,94
6,111,19,21,29,10,9,28,27,17,53,48,37,39,233,296,48,61,70,154,5,17,36,15,9,29,25,9,65,49,24,209,58,142,28,1,44,58,164,3,156,4,23,0,119
17,17,15,23,13,5,8,17,32,16,56,59,38,37,365,309,41,60,60,154,5,14,32,3,3,23,23,10,63,56,40,142,67,140,66,1,54,72,40,3,135,11,34,1,158
6,16,18,40,57,8,11,25,24,8,41,49,19,31,285,286,47,51,59,164,9,19,31,13,9,28,25,18,50,63,32,110,56,95,71,1,38,54,42,14,198,5,35,0,143
15,13,11,16,14,10,5,35,17,11,39,47,34,35,216,165,31,59,53,183,10,9,27,11,7,21,15,11,42,40,32,150,46,114,69,1,35,49,41,14,160,11,25,1,97
17,11,8,3,29,13,9,27,20,11,54,47,34,35,228,270,39,59,57,138,5,13,31,11,11,32,22,10,42,55,27,161,48,129,35,2,35,49,52,0,130,13,34,0,115
20,13,11,1,7,3,8,26,26,10,33,49,37,34,157,203,37,47,50,142,13,8,10,7,10,20,20,14,46,29,16,152,46,132,47,0,31,44,52,10,133,11,21,1,83
8,14,19,32,37,12,5,21,26,8,48,39,25,20,280,158,34,44,48,129,7,13,11,16,8,25,16,10,43,43,23,159,41,68,42,1,33,42,52,6,167,6,23,0,102
20,16,12,24,20,5,7,32,21,13,37,42,24,17,199,254,34,42,40,142,12,8,18,3,4,17,23,16,45,41,33,113,39,88,31,1,38,55,49,3,149,15,31,0,116
7,16,16,29,51,8,9,20,22,12,48,56,44,32,157,196,36,60,54,164,9,8,52,10,12,22,16,15,36,39,26,184,36,150,43,1,44,36,51,4,155,1,30,1,87
6,8,16,40,67,11,15,33,22,9,38,46,36,32,234,199,43,60,52,136,14,8,18,9,16,25,14,14,37,46,41,193,46,86,37,1,38,35,41,3,184,6,41,0,109
8,18,18,9,9,6,9,25,19,20,33,38,23,26,203,197,32,53,50,144,11,15,10,7,7,23,12,8,37,33,19,147,44,91,40,1,23,46,49,10,155,5,22,1,80
13,14,10,17,7,10,5,31,22,19,53,57,28,30,283,146,44,58,68,121,9,9,24,8,7,18,22,8,45,46,20,157,43,104,79,2,43,45,47,10,143,10,21,0,92
20,14,16,28,1,3,8,22,28,11,48,37,27,24,153,227,41,59,61,130,5,12,24,9,9,21,24,7,40,27,30,144,52,100,57,0,37,40,50,11,125,14,19,1,89
11,19,11,39,49,16,4,34,20,6,67,54,34,40,174,205,34,63,58,162,14,10,34,10,10,15,22,13,35,43,22,132,47,147,76,1,51,42,52,10,197,7,22,0,92
18,18,21,10,16,14,10,15,16,13,36,42,44,38,195,158,40,48,47,145,11,20,7,8,3,26,19,12,27,35,18,132,32,121,44,0,30,34,51,4,161,15,25,0,72
3,21,16,25,47,10,7,29,30,15,49,41,31,31,158,224,60,65,66,179,2,6,72,15,11,21,18,13,45,42,23,224,43,93,48,1,33,45,61,14,161,0,12,0,78
5,18,18,28,13,7,14,25,30,12,44,49,37,36,191,227,44,57,55,144,4,13,3,10,5,28,22,15,36,47,31,163,44,147,54,1,34,45,48,10,164,4,24,0,94
