index,172.20.2.197,172.20.1.184,172.20.1.185,172.20.2.205,172.20.1.193,172.20.2.204,172.20.1.194,172.20.2.198,172.20.1.186,172.20.1.187,172.20.2.206,172.20.2.207,172.20.1.195,172.20.1.196,172.20.1.188,172.20.2.199,172.20.2.211,172.20.1.197,172.20.1.198,172.20.2.210,172.20.2.208,172.20.1.189,172.20.2.200,172.20.2.209,172.20.1.200,172.20.2.214,172.20.1.201,172.20.1.191,172.20.2.202,172.20.1.190,172.20.2.201,172.20.1.199,172.20.2.213,172.20.1.192,172.20.2.203,label,target
748,10572,13525,13543,22082,23478,22394,24237,16954,8587,9941,19373,14913,21252,22327,4009,4685,25245,621867,455863,45706,149441,6964,5167,75662,85100,71056,82747,17609,14374,17015,13670,18119,17960,6943,7956,0,
749,10396,11996,11005,17778,20491,18939,19088,15745,20802,118655,17641,21560,22182,20161,4626,3955,19218,378697,445178,41020,136424,5831,4818,63537,64669,57369,72355,13740,14362,16939,14280,17541,15386,10344,4792,0,
750,11435,12487,11162,21979,22629,20590,19137,5892,6935,8989,14905,16056,21252,19846,5000,2880,16169,637179,348642,50650,133297,6065,4174,64586,169362,63938,74702,16667,14300,14997,13851,17606,14307,107971,8612,0,
751,12813,11787,12382,23176,22933,21492,25425,15321,10960,13946,21188,17165,26305,24856,5327,3692,30741,559221,462132,47549,169028,5784,4911,70564,95287,76778,80317,18449,14877,18730,13575,19354,18180,6790,7415,0,
752,9115,8853,12444,21146,24441,25190,23668,13908,7623,16732,20209,18799,21324,22572,6589,3767,23623,542049,449592,36623,148136,4128,4099,68189,81528,69792,80997,14019,16327,15160,15205,17684,16749,7095,6499,0,
753,10362,11492,9458,20792,20659,17879,23811,20824,10512,12140,20701,19557,19819,23280,6211,5497,21921,564563,449605,36680,137371,5314,6253,70059,77078,73533,77075,16010,17103,15480,16481,16751,18016,7070,6257,0,
754,8370,13322,13032,24382,23367,23815,25428,16354,20169,14184,22245,25125,22747,22789,4809,3537,33794,625955,505459,45012,143602,3472,4844,71973,77105,86729,79158,15792,13167,18307,14977,17792,19123,6221,7444,0,
755,12827,12285,12464,20913,23742,21701,20074,9613,9582,13251,18467,17839,21163,22187,2602,4173,23591,562107,475359,40435,128162,5588,4274,76308,75915,75845,74763,15625,16084,14621,15383,18529,17198,5544,6182,0,
756,6727,13159,12895,21618,22485,23090,23455,15719,14662,17249,19539,22527,20892,21075,5756,4692,22611,574302,544167,43101,137313,3965,5893,71574,73518,75688,75583,16126,15818,15689,13275,17830,16232,6482,7461,0,
757,11495,12578,12889,23671,22107,20988,24742,11690,7457,16428,18825,19316,20086,23921,4171,5497,25102,612355,497809,44592,140300,3658,2881,74370,77852,79207,74364,17907,15766,17907,15249,17437,18798,8367,6651,0,
758,11014,13543,10978,21261,22413,22414,21026,8666,14129,13228,20546,23360,23997,20822,5258,4117,26051,609656,451231,49283,147375,4956,4565,78175,80330,79177,81948,17689,15991,15711,16139,17598,16819,6907,7110,0,
759,11220,13585,16684,24840,26465,23660,27245,17998,14862,12978,22338,22397,24348,25660,5447,5276,54482,678708,478652,53080,151792,5559,5374,83826,96978,77179,194759,17798,18078,18578,15904,20298,19635,7836,6900,0,
760,11990,9619,12509,25138,24258,21404,24000,7048,11717,16942,19119,18782,25501,26439,5714,5015,38581,544999,470429,32756,143583,5178,3693,67474,80093,69847,81648,15040,17094,18341,13750,21097,16592,10227,7502,0,
761,10289,14626,16322,26278,23723,24158,25918,17437,11657,18357,20235,25036,24973,25879,5893,4117,52557,670764,515604,53400,150272,5221,4919,84542,96924,81947,90813,17771,17886,21299,16247,121755,17721,8017,7331,0,
762,10070,10979,14867,22491,24206,25241,26878,8148,25005,12553,19862,19355,26475,23266,4982,4929,48720,585142,455260,50263,145750,4940,6119,80258,86009,81553,82793,17712,16706,18838,18754,19572,19712,6771,6255,0,
763,9728,13722,12421,22405,24821,23425,22067,7053,8535,7276,21727,21966,20859,18463,3903,3192,36860,612697,513117,50613,130968,4064,2899,78226,83340,78953,82694,19907,13507,18189,17752,20593,16450,6817,6701,0,
764,12260,15028,11725,28040,126524,22252,27782,25445,14157,16216,16979,20402,26895,27141,6520,4842,48874,543993,628035,45076,144127,4445,3900,77761,86606,79875,88211,15350,13902,18764,14925,21401,18177,9867,7274,0,
765,10267,11536,14702,20604,25245,22036,24617,17145,12387,13366,18900,17551,26441,20934,5078,4286,41967,495911,463246,45867,158388,3916,4968,71398,89851,71110,91139,122774,15285,18378,16526,18532,19301,7706,5263,0,
766,10516,14068,13763,23503,23658,23257,24159,7345,15257,23926,20915,21878,24385,26861,5314,3124,40020,690405,449762,52768,162208,4227,4239,88506,88154,79733,83423,18158,16603,17466,16086,20429,19698,7375,6035,0,
767,11231,14419,12322,25578,26279,24526,26570,12719,11161,8082,20763,18319,23777,25956,6761,3929,50390,607087,513853,51804,156912,6696,3486,89281,93211,84848,97750,22707,16342,118379,17689,20389,19995,7596,5782,0,
768,9724,14837,14167,22959,24499,21514,26098,20293,126825,16993,18453,22154,27096,26934,5095,4755,50478,515860,543496,49706,149713,4475,4242,69906,89435,65582,93057,18403,16673,16496,13898,19058,19042,7371,6894,0,
769,10951,11330,12008,22190,24669,24552,27891,12963,11750,15939,20320,18231,126345,21392,105513,4110,31652,611666,529065,40050,150339,6544,5167,80965,82727,81816,84007,18786,15395,16759,14788,17998,17079,6427,6057,0,
770,9883,12981,14905,22551,26138,24223,28093,13302,10870,7075,20933,18308,24166,129947,5388,4335,43016,593432,514531,41770,183669,3805,4447,80569,88506,83331,90259,19139,15307,19416,18280,19905,18363,6329,6810,0,
771,10445,13968,12873,24928,27298,26801,26193,15212,27073,17298,21134,21105,26159,24511,4962,5248,48747,599314,475265,43334,162841,3979,4795,79399,86945,80219,93898,19134,13249,16806,18401,19779,20763,9557,8223,0,
772,9791,14458,13240,22055,23818,22236,22301,13634,10437,9493,22745,19435,23170,20660,5171,4429,34359,595657,463279,43875,136390,5726,5291,73286,81878,68432,90338,17538,14501,17199,12874,18852,16137,5800,6405,0,
773,9242,14285,13853,23429,25274,23025,27136,16966,20704,18738,18837,19803,26610,25856,4185,4783,38533,517550,504747,43141,150003,5390,3701,73515,81953,77699,81509,16850,16090,16005,14049,19165,17627,5929,7275,0,
774,13108,9947,15416,23739,25753,25260,129869,14465,9872,110802,23399,23030,25169,23338,3953,2305,46952,769812,513007,46914,151323,4946,4629,88043,90682,84929,92710,15488,18202,19973,18099,20482,19134,5652,6341,0,
775,9273,12879,12059,23974,24721,23718,25173,15492,21518,14580,20015,20845,25647,24348,6339,4192,52855,562328,363162,38640,155807,4257,5449,73042,84070,71130,80268,16573,14033,19099,16960,19744,17780,8978,7236,0,
776,11051,14882,13026,21441,23739,20667,26242,13036,15441,13480,20247,18971,23723,26705,4738,5421,48642,632948,394240,44470,166494,4534,3748,78520,87002,77828,97399,20106,13134,21439,15072,20308,19631,8647,7249,0,
777,10673,11864,12524,22464,23364,20742,26459,19882,15457,14007,17499,18282,26015,24152,3926,3936,45262,701549,423090,48257,138029,5401,4712,73917,86153,72745,80906,17020,15992,20464,14868,19152,19586,9121,4486,0,
778,9245,13406,12980,25559,27028,27040,25646,10457,18615,11116,19481,18279,27069,25258,3597,6478,55797,658190,428886,43582,176719,5133,4384,79165,95427,83599,91878,17937,16620,18569,19184,19301,20217,5782,7711,0,
779,11576,13582,12266,26655,26501,20758,21920,15812,11060,11684,21362,21562,22831,25738,6502,3286,50453,628001,429385,44169,145146,4343,5069,75165,79659,79021,92775,16201,15824,17417,13953,17876,18477,8746,7417,0,
780,10550,14933,12055,22437,26563,26067,27102,12121,17844,10353,19754,17917,30803,24455,5083,4854,52669,662982,440553,53063,164548,5521,5975,77530,97183,72940,93794,16865,16445,18536,17807,21871,20571,5718,7638,0,
781,13156,14832,16399,25580,26539,26148,24956,17759,10092,6088,16158,22282,26941,24246,4785,4035,47583,620470,413547,51031,183702,4234,5294,83055,98758,84500,96042,20308,15191,18624,16431,20120,19398,8618,6118,0,
782,12282,14882,14007,23769,25485,20833,26025,13118,19663,6600,19250,22154,28437,25841,6063,4354,43198,687555,372284,47339,165867,4601,3494,80758,84275,74630,94395,17648,14628,18950,16914,19018,18356,7903,6580,0,
783,12752,12170,14324,26750,26259,22704,24584,17066,13037,17904,20047,20786,25890,24311,5328,3699,37799,616377,522915,40379,173330,4122,5242,84213,91779,81062,95799,19543,18099,17090,17502,19319,21365,6342,6293,0,
784,10462,16358,13820,22745,25216,22038,26162,10358,19954,21243,19003,19642,30245,27697,4937,4854,43852,544126,435430,59950,175697,3609,3577,74430,92402,74307,100297,18998,14625,21310,16129,19955,20783,8513,7812,0,
785,11512,112856,111824,25241,30443,25579,31103,16409,18688,10353,17139,19963,24606,26196,5738,4286,49587,612809,487089,37899,185690,5899,5987,88209,86975,81569,97390,19081,15273,20023,17230,21662,21011,9433,9533,1,172.20.1.188
786,11267,13166,15341,23370,25812,22830,22879,21352,13429,15547,23901,21421,25384,28034,1209,5377,43752,543216,513482,51881,167940,5192,5317,78024,94204,76822,100255,19131,15926,16738,17421,18444,18343,6496,6171,1,172.20.1.188
787,10869,13928,12481,21899,25031,23803,26760,17639,18162,14479,18592,18441,25132,25650,1126,4841,38482,602542,457019,47063,156920,5817,5400,74898,90137,70839,97510,19011,17119,16795,16798,18905,19148,7450,5719,1,172.20.1.188
788,8808,14187,12505,20207,22284,22297,25451,13041,7823,15409,18851,18852,24219,19156,107394,4591,34364,563221,490687,39419,152427,4076,5038,77660,92958,80215,88919,18806,15344,18373,18335,17774,16732,7810,6120,1,172.20.1.188
789,10817,13799,13545,23772,25507,21357,25481,16047,16701,14772,19451,19223,25768,27769,5518,4861,41409,516161,486780,38240,175785,5632,5299,68866,88127,81121,83445,18569,15601,16408,16556,123874,18382,8883,7805,0,
790,10716,13808,12920,22429,22929,22076,24533,9841,13233,8839,21386,18665,23805,24728,4432,3286,66308,498805,489782,43567,157261,4951,4629,77143,92327,76875,98132,16673,14381,20344,16081,20412,20030,7627,4485,0,
791,9402,12366,12638,23594,23309,22602,24889,20991,18867,20214,21080,17853,24187,27246,5481,3206,35568,571326,436752,35941,158721,5229,3908,67229,79031,72466,93380,16087,14236,17774,14956,19525,17334,8125,8491,0,
792,9267,12400,11635,23638,28963,24069,25918,11727,11255,15140,16646,13708,25462,26001,3361,3361,52594,460954,428982,56800,163661,5349,2550,80870,96455,73766,98728,24094,14587,19604,17495,19615,18971,8533,6436,0,
793,11734,15108,14072,24944,125918,25250,23815,17737,18099,18011,21290,21799,27796,28196,4234,3293,50582,608161,576907,51397,178852,5289,4182,73002,101798,76088,96756,17954,14955,17765,17288,20446,20693,10460,7383,0,
794,9601,11014,12557,24361,25921,23702,25087,18221,13663,12629,16973,19757,23328,21595,3372,4354,40158,546342,572523,39583,166120,4781,4761,84698,83422,81754,93101,16145,17924,121260,16895,18830,20003,7235,7126,0,
795,11357,11673,13617,22241,26747,24565,26300,13239,14935,14713,23076,19988,126191,26502,6456,4673,58053,590670,474578,44580,167285,4860,5043,76302,94524,75608,90969,120410,16958,17426,17821,20073,18259,8436,6331,0,
796,10928,14382,15136,24073,24537,24814,27976,15597,15596,14314,21085,21045,24098,130626,6317,5098,46360,609802,456744,44696,158675,106508,3900,83794,90820,79747,91413,20083,15709,19635,13629,20585,19912,7819,7566,0,
797,11017,15213,13700,25705,27493,25076,25504,16624,13771,15617,18839,20154,26928,29337,3722,5753,61564,570924,475804,47530,174817,5626,4960,78973,95108,82901,93005,18247,16132,20946,16549,20005,18885,9025,6670,0,
798,10452,11922,13176,25145,24317,25226,25861,14612,121725,10517,18073,22782,24583,22907,4138,5335,48497,599458,456464,45766,156130,5170,4562,76159,92426,79741,94206,18662,16222,19213,18511,19427,18064,7340,6003,0,
799,8869,12063,14190,24110,29142,24782,25461,14744,13996,14182,23631,22244,27073,25259,5670,4342,38273,694610,552285,48643,149204,5154,4962,81879,84174,77177,78239,18824,15790,17844,15624,19753,17700,7314,7415,0,
800,10485,13078,12602,25859,24881,24453,28904,13612,12322,17345,16330,19545,25670,27744,6401,3744,52928,509861,509850,43055,179458,4659,2294,82780,101857,78257,97639,18446,17040,17504,16874,17909,18977,7912,6909,0,
801,10628,13421,12685,23480,22207,22625,18398,9676,18560,15361,21917,23209,21750,21137,4076,5504,49373,699066,450146,41021,125141,5252,4971,88737,77995,78092,78401,16941,13539,16777,17610,18398,17161,6654,8667,0,
802,13206,13086,15101,25433,26596,23758,27458,13863,16636,17592,18400,22586,24996,26224,4557,5114,37629,615552,502709,50028,159832,5700,3776,81686,198403,86233,93024,19816,17687,18090,16840,20497,21650,8633,6868,0,
803,10979,14244,10310,22593,24598,22868,25038,11247,19071,12757,21326,22242,22873,20448,4884,4342,41243,576652,516740,46712,127875,5677,3776,72976,83131,70012,75732,14901,16769,18668,16152,18556,14364,4816,7377,0,
804,9946,12725,15064,22329,24794,24395,23849,18978,18529,117973,17778,17924,27219,29305,5234,3049,52623,586383,367070,46064,141311,3507,5299,75458,86891,72349,86174,17034,17284,17337,18052,19238,15545,9052,8180,0,
805,11142,12783,13738,23645,25947,23488,26076,12005,7784,8032,21198,17674,23716,26258,3953,6065,51278,577908,479713,53911,154397,3491,4779,78368,92053,79003,99637,19191,17254,18475,16132,21474,18528,6004,7161,0,
806,9919,12781,13326,23367,24629,23834,23212,18758,16635,20773,21698,21163,25987,28571,4003,4890,51867,654791,432953,46789,149800,4189,4919,77617,83830,79767,82734,18400,17225,14816,16414,17090,17437,109633,8466,0,
807,11523,11970,13639,24743,28007,26934,27060,8533,14190,17007,20008,23686,28150,29154,5488,4394,41473,844588,498691,45556,170778,5277,3570,81528,100135,84664,98843,19272,17250,17947,19628,22494,20377,9421,7906,0,
808,11423,14807,13628,25164,25333,23674,24679,13616,10110,18897,18615,21885,24960,23628,4713,5741,45246,591435,430008,51501,153981,4841,3569,76479,84717,81098,89420,20266,16659,17715,16423,19341,17871,4734,5901,0,
809,8920,13240,12657,26750,25496,22719,26301,16012,24498,15585,22081,19400,25640,27277,5152,4530,49282,643604,418219,50096,153780,4986,5325,71567,82961,69827,90688,17478,15629,14158,15330,20693,19862,6974,9249,0,
810,10220,116912,12344,20729,20123,21907,26969,16600,5391,3920,15982,20195,25194,22630,6832,3610,44384,553298,446142,37405,146355,5352,4903,69313,91749,73924,89860,14090,15972,17940,17662,17554,15530,6542,4605,0,
811,10228,14304,12861,23770,24743,23252,25322,12500,12191,14860,20623,19744,24870,25047,5402,4929,49430,651397,439697,50714,149140,7381,4032,74517,85404,71737,89413,15955,14843,15612,15801,19685,17798,6792,8111,0,
812,9017,13219,12708,25884,23537,23809,24629,13396,21632,14731,19381,19156,21457,23522,4789,5260,44940,571157,462089,49545,150824,5203,4294,84186,95752,85753,96331,19047,18371,19309,16879,22489,17587,7410,7183,0,
813,10252,13094,14020,21918,27560,24952,25588,17666,19016,22839,22801,21598,26488,26122,8297,6798,51165,746885,391636,46285,140962,3828,3373,74832,91851,85034,89104,17324,16494,18401,13395,20320,18447,7696,8524,0,
814,11725,13365,114305,25250,25235,23942,25179,19209,14980,14797,22795,18459,25704,25580,5725,4617,58240,674518,458535,42112,135394,5143,5126,82382,88904,75527,89150,18378,15775,17418,17179,122447,17198,9977,7803,0,
815,11606,14658,11639,23462,23676,20611,25100,11633,16977,12353,19538,19311,22707,28595,4689,2880,42922,592084,451574,49550,147329,4530,3918,76124,87660,69379,88448,16848,14106,17654,16239,18180,18160,8019,6193,0,
816,9416,9508,11548,23858,25695,24254,23983,18222,20026,18270,18923,21099,24931,26213,106940,5929,38829,517353,441957,43774,152343,4936,4907,71951,84770,69389,82021,14779,14854,15761,15601,18470,18887,8431,6147,0,
817,11599,14275,13899,21330,27682,27325,25189,19057,15330,11088,21478,20853,23845,25102,5382,3136,45905,635527,487858,49529,175332,4664,2881,83411,96309,85103,95781,20008,19303,20426,16680,20576,20209,7622,6537,0,
818,11095,14649,14283,25213,25787,25397,25947,13591,22027,21807,22352,21972,27878,26733,4574,4948,46198,731108,480685,47495,149881,4465,5863,88276,90034,86295,90766,18333,16197,18663,17125,20430,19780,8226,10680,0,
819,13139,12702,14028,24518,25850,22950,25919,16070,9848,12375,23751,20398,21803,21607,4380,3873,49260,622091,420256,42133,159111,4995,3230,77326,90861,77243,93133,17634,15064,16849,17475,19703,19529,5435,6965,0,
820,11136,12865,10956,23380,20041,26756,22584,10686,20517,20461,19657,21627,24580,22666,4238,6903,34163,523539,464447,36877,153840,3796,5532,79019,80842,78285,77986,15327,18125,16750,14161,19244,16701,7735,6014,0,
821,12132,15761,15166,22771,23700,23079,26287,18317,11240,10012,18808,16882,21069,21741,3643,3286,51068,606757,436616,38275,143037,5530,5498,75290,98587,81100,95317,19919,19381,120544,16199,20874,18649,9183,6193,0,
822,9143,13805,13593,24695,125694,24590,21257,15723,16989,21092,20006,20218,26198,27613,3741,5023,51175,577133,414449,42593,157615,7014,3039,69169,92002,75937,81443,16689,16379,18552,14802,19749,16275,8996,7356,0,
823,11508,13918,13677,24491,25048,24057,25887,11886,17704,11167,20944,19404,126806,25203,6608,6240,40775,605539,543122,43175,172727,4728,5656,82414,93670,89868,92036,18078,16579,18887,16857,19375,18769,8610,6097,0,
824,12324,12690,15529,18331,20385,22630,20413,14265,14763,8204,19602,18450,22429,25156,3999,4828,42172,542279,453902,41712,131169,4936,4272,68664,81560,74352,74086,117967,12814,15260,15872,16685,16620,5887,6027,0,
825,10047,12168,11031,23925,24297,23984,28078,16529,114375,16675,18621,18532,24645,25191,4775,4854,52484,545079,440445,43909,153605,5059,5374,67145,84818,81313,90119,18497,15818,19040,14211,18681,19659,7704,8298,0,
826,9817,13729,12011,24467,22320,24056,124494,12956,18273,18566,23162,21500,25249,122044,4792,5354,43379,661258,546991,39024,145202,6717,5731,80712,87423,86755,81923,18523,14676,17716,14566,21265,17030,7148,7512,0,
827,11238,15890,11487,22627,23032,23286,25297,11284,14892,11125,19662,22182,20650,22895,5003,3861,45801,520752,515799,51911,139344,5158,6385,89405,80362,77136,82432,18081,15506,18572,14247,17015,19543,7668,7106,0,
828,9763,12815,12762,22669,25883,23365,22239,11348,14697,14512,19811,19188,20008,20326,4091,4929,35381,670115,355166,45770,146308,4795,5163,73078,183769,73425,83325,18203,14438,16925,17290,17661,17288,7508,7228,0,
829,11085,12651,11644,25133,23894,24440,25322,18859,15525,20689,21958,24569,25426,23557,5351,5429,38073,650445,527639,48084,135853,3838,4239,80569,82171,83388,78590,20313,14102,17578,14319,20237,18547,6416,7758,0,
830,10528,14661,15141,22749,26361,25093,29894,14458,12494,114951,18887,18882,24569,24017,5151,4945,42007,702772,381179,52380,173393,4549,5092,81610,98253,77074,96106,21153,13948,20326,17305,18506,20674,7016,8601,0,
831,11629,12729,15772,27342,24388,23111,21827,15066,20421,10399,26159,23067,24705,25324,3840,4854,47777,649548,520009,37999,141983,5113,4306,82568,80465,78880,82448,14882,16985,17202,16791,19117,16107,108838,7159,0,
832,10117,11795,10522,20486,24259,22570,26060,14444,16627,17055,18762,20165,24170,22620,6825,2725,49346,694855,458344,45059,143370,6146,4922,74737,80180,75116,77072,15789,16037,19361,13296,19145,18529,8143,7964,0,
833,8752,14164,12717,21893,22544,22305,24244,22915,9821,14722,17966,17475,25094,23198,5045,5828,40676,477781,407426,39201,145008,3929,4231,65222,83258,65586,81900,16970,14385,16793,12724,18436,17150,7895,5507,0,
834,10467,12841,12205,21751,27301,23043,25973,13969,24605,19603,21029,20562,25994,24576,5144,4767,43732,572747,505417,51536,153299,5134,5705,76152,92749,76541,90483,15902,15765,16381,17477,19263,19245,6204,8879,0,
835,11372,13458,11943,21668,22812,23840,23835,16082,15421,12401,16920,17718,23323,26487,6407,3779,46852,508836,406931,44710,158492,3542,2734,74931,93866,74534,85319,15781,18781,18039,15361,19340,17343,6041,6249,0,
836,11174,11709,13933,23948,24985,24868,23883,17176,13539,21407,19661,21088,27147,24354,5399,4940,41388,601620,503159,47887,147174,5494,4156,72381,81358,80091,94458,18320,17085,18499,17940,19981,17699,9093,7949,0,
837,11815,13671,12903,24851,25878,22016,25669,12801,11793,16262,18098,20811,23500,23497,4077,2979,53218,583146,433351,42955,137680,2603,5705,69972,85579,78921,84183,20112,16506,18519,14952,19610,18836,7171,6748,0,
838,12178,14544,11220,24819,24838,25839,26476,16007,16766,21871,24380,23318,26252,26338,5462,3718,51337,651857,564271,48614,148802,5004,4332,76792,87960,79390,89257,15381,15300,17076,17866,21543,21565,7633,8348,0,
839,11111,13257,12338,26013,24773,23552,25505,10950,11486,10771,18851,18820,25232,22624,4275,2805,47557,600003,445607,55268,150239,3917,4767,77896,94419,84211,192765,19857,18768,16873,15738,19694,18097,8615,7381,0,
840,11788,14549,14470,22562,24629,26110,24739,22393,23508,9418,23243,21930,25550,28426,5715,3530,56924,686860,452001,45572,165636,5009,3851,82578,91741,75901,91597,18943,15448,19396,14983,20115,19045,10115,7483,0,
841,11571,13586,114129,24807,25744,24200,23446,10981,11457,20698,20036,23107,21920,25692,4785,4192,45724,646831,563243,41352,132604,4065,3975,83326,84184,76611,92782,18154,17982,18958,17304,21497,17128,7931,8088,0,
842,7826,11119,10284,19599,17677,18399,18834,18007,17360,12607,15665,14705,19633,20043,4776,6605,34717,465222,332276,34412,119580,4777,5417,61820,68130,58904,67957,15111,11997,13124,12550,16813,15318,5615,6905,1,172.20.1.196
843,7748,12174,13187,21093,21042,18544,17914,12089,8561,17048,21420,21099,26474,21442,5784,5516,37235,403101,406858,38036,123284,4275,4640,55988,72672,59459,78866,14419,11644,15453,14197,115997,13639,5560,6118,1,172.20.1.196
844,10560,11445,12665,24940,27766,24786,26201,15266,11687,19671,28188,26919,29333,4230,4091,4286,36687,656625,559466,39245,127045,4535,4637,84067,89520,79684,88041,17394,17401,17516,16296,19751,18434,7234,5376,1,172.20.1.196
845,11425,27337,27472,23234,34330,22742,36144,16399,29154,27504,20530,22410,44373,51537,95159,4516,31853,549772,636209,51737,154599,20711,3949,71204,98445,78691,96799,29762,14706,32237,14870,32265,17009,19983,6025,1,172.20.1.196
846,9411,11296,11041,22257,26462,23237,23767,26648,14905,21403,19066,22017,22714,24545,4933,4835,24602,625574,426931,52596,144444,6839,4389,73062,88829,73862,80319,18047,15041,19250,16959,18855,18469,8978,6697,0,
847,12322,16541,13894,26563,23864,26460,24526,13689,14277,11441,21548,20508,24524,24332,4245,4598,45736,634305,477447,46747,158027,5277,4686,78764,93260,85725,92059,20555,14829,13625,16410,21137,16818,7219,6192,0,
848,12116,12143,13060,22300,130535,23203,28662,19008,16218,19753,20408,22639,25130,27121,4738,4608,50608,610676,556828,44046,140956,4861,4444,80853,82729,85170,84885,17751,13335,17635,15197,19669,19385,7688,8335,0,
849,11402,13847,13704,23562,26443,22958,25777,11179,10655,11835,17780,16903,25852,25692,6144,2474,45149,561709,462180,51508,149339,5665,4280,77541,87231,65780,85296,15272,15710,121345,16323,17774,18278,7579,6372,0,
850,10588,11812,12528,26061,28559,25148,26880,14227,21987,15279,23579,22156,27838,24159,5786,4767,41833,607707,498894,37400,174683,6150,4919,84292,90027,76982,88127,20039,17217,17621,17127,19175,21458,7884,6997,0,
851,11360,15322,15208,20956,27826,22869,126733,15923,7166,18668,21440,20363,22427,26055,4359,5572,43242,613639,443605,42291,166168,4896,6054,74266,89769,83502,89648,16391,17064,19136,15401,19750,21137,5660,5903,0,
852,8481,12171,12779,24974,26226,24347,26777,19648,14580,19423,19643,17764,128613,26698,4695,4354,54878,584777,403672,47959,148514,6491,4862,77982,85771,76541,89442,18536,14831,18220,15929,17511,18210,8076,7566,0,
853,10929,17480,14373,25727,26917,21030,25489,9645,18569,17925,22856,20036,23041,23842,5820,5354,34277,664765,525588,39389,152595,3843,4381,81346,87246,84519,85728,19114,14756,18000,15151,18919,18350,6725,7664,0,
854,10246,12154,14031,22745,21323,23895,27980,20914,15368,18426,18693,20420,23249,24864,5732,4779,58517,558168,476510,33555,133755,4936,5175,76076,77664,74032,83468,18906,13614,15118,17419,17875,17114,7420,5104,0,
855,12767,15130,12281,26009,24682,25591,26178,14807,120498,8032,22516,20732,25935,124165,7482,6628,46503,623013,428240,42500,162234,5551,4557,79246,94783,84908,88653,17831,14899,20451,17706,17157,19635,9635,7093,0,
856,12470,15957,13523,21811,24377,21660,25497,11030,24891,17811,19850,20675,25671,24430,3316,6816,40969,651569,483041,55674,137818,4027,6574,85493,191125,78064,88202,20897,16861,17337,16427,19821,18486,5083,8434,0,
857,11629,12960,9829,24103,26134,22968,24340,18656,14910,13523,19383,20037,21125,24425,4114,4523,39278,571344,449204,43318,139490,7882,5332,69148,78728,70302,82185,16369,15256,15209,15789,20691,18635,108124,7283,0,
858,10313,11208,14175,25149,24984,24742,27468,14715,13392,115759,22810,18863,24443,25997,4603,3061,49536,628178,484986,40260,170447,5883,4741,77840,86435,80251,95115,19116,18217,17273,18255,20786,21195,8611,8305,0,
859,13041,12495,11914,24349,26955,25615,27386,9481,26357,21979,22476,22573,26879,22308,3497,6027,40259,664407,494521,59069,161663,5278,5678,78601,90391,81860,96631,17461,17688,16416,17583,20991,19991,7796,8368,0,
860,11033,11799,13143,25089,24155,19177,24652,17479,12094,11300,15536,17261,25958,24004,5094,2624,34153,482785,457969,51987,147937,5983,3843,71929,84012,70622,87825,18595,15943,17966,14193,18251,17612,11844,6845,0,
861,10121,13039,13057,22479,24960,23422,24099,14235,18415,18554,21670,21810,23390,24541,2942,3692,50510,603896,524563,54393,150088,5390,5043,74367,93364,71155,83854,18667,16434,15757,14182,18598,19260,8748,6141,0,
862,11374,11735,15132,23108,24412,22270,24354,12987,13240,6597,17032,16341,24993,25326,5457,5600,45727,561762,429174,39723,159275,4654,4479,70573,90041,79147,89181,17674,16018,16584,16934,20824,20033,6870,6757,0,
863,11139,11986,13262,22716,23700,21925,24846,16263,18659,19755,21592,20255,22367,25247,6264,2812,40086,621557,484318,49152,150211,4092,5656,72708,88497,74269,91369,17083,13982,18283,17078,18200,18482,7505,8186,0,
864,10127,15220,14487,23917,24284,24604,21873,16681,28746,20985,19345,19642,24788,28127,4726,4274,44139,580352,465968,41976,151200,5845,4242,75882,84128,80523,93995,19070,17341,16779,17833,19594,19687,7987,8021,0,
865,10627,11943,13249,23040,24370,24551,27711,13224,7292,6097,21391,21003,22930,22436,2833,3542,54795,666141,472175,40204,149919,5936,5588,80047,88815,80711,89065,15517,16569,17245,16794,18411,20072,10358,6129,0,
866,11339,14934,12874,26492,24911,22291,24798,21931,21749,12982,21508,18623,28064,25892,6864,3786,49484,589043,507945,49566,153028,5785,5449,81654,81212,81153,185756,19271,14084,16212,14497,20772,19288,7712,8265,0,
867,11835,113849,114627,20078,24198,21343,26459,6942,13914,13626,19981,20410,22452,18473,4429,5241,38744,717238,390240,45960,131180,4940,2418,76452,82748,69261,84581,16349,17714,20525,13597,17437,17140,7017,4744,0,
868,10332,13765,14289,24038,27606,24232,22472,9119,16562,16325,22846,21799,27078,22958,7235,4010,34796,573780,560385,57156,140024,5980,6525,75128,91176,71966,82647,13026,13487,19937,15149,20282,16641,7453,7214,0,
869,12110,13470,12125,25196,27014,24691,25098,15144,7250,14980,18475,24215,24435,25526,6569,4453,44086,686844,472617,31638,164291,4795,3760,85534,85943,85712,100011,17097,15979,17123,18154,19740,18236,7829,4335,0,
870,10570,13502,13331,24478,26785,24162,24271,13677,24089,13842,19618,21039,26225,23493,4378,4117,47234,655215,447109,50077,155848,5979,4107,73846,87336,75877,81670,16214,13667,16299,15055,20750,18692,8339,7520,0,
871,12702,11307,12848,21963,25094,20074,26111,8526,13418,14727,17421,19115,22316,25889,107074,4023,47270,515755,601917,45433,131596,4671,5354,73438,84573,76214,88567,17161,14961,18767,15141,119397,19167,6468,6390,0,
